노선번호,노선아이디,정류소아이디,정류소순번,정류소명,정류소번호,x,y
231,204000139,123000343,86,복정역3번출구,,127.12405,37.4697167
231,204000139,122000312,87,삼일자동차학원.강남자동차검사소,,127.1208667,37.4681667
231,204000139,122000313,88,광연자동차학원앞,,127.1187333,37.46705
231,204000139,122000308,89,세곡동사거리,,127.1079,37.4637167
231,204000139,204000041,90,신촌동앞, 05021,127.1072667,37.4592167
231,204000139,204000040,91,오야동.신촌동행정복지센터, 05019,127.1065333,37.4544
231,204000139,204000039,92,효성고등학교, 05016,127.1050167,37.4490167
231,204000139,204000057,93,공군아파트, 05012,127.1036,37.4457667
231,204000139,204000222,94,공군부대제2정문.면회실, 05198,127.10345,37.4386333
231,204000139,204000038,95,등자리, 05011,127.1031833,37.4341833
231,204000139,204000299,96,고등마을아파트, 05272,127.0984667,37.4303833
231,204000139,204000297,97,왕남초교.판교밸리포레자이아파트, 05270,127.0959833,37.4298833
231,204000139,204000033,98,연내울교차로, 05035,127.0942333,37.4274833
231,204000139,204000338,99,고산근린공원, 05328,127.0995833,37.4256167
231,204000139,204000037,100,고등119안전센터, 05007,127.1020333,37.4246
231,204000139,204000061,101,시흥사거리, 05006,127.1019167,37.4207667
231,204000139,204000199,102,나라기록관.코이카, 05181,127.101,37.4153833
231,204000139,204000342,103,I_SQUARE.창업주택, 05333,127.0960167,37.4123833
231,204000139,204000341,104,기업성장센터, 05332,127.0948,37.4112833
231,204000139,204000163,105,벤처타운(남문), 05346,127.0887333,37.4055333
231,204000139,204000161,106,벤처타운(서문), 05344,127.0860833,37.4056333
231,204000139,204000159,107,벤처타운(북문), 05342,127.0882833,37.4064167
231,204000139,204000283,108,(임시)금토동삼거리, 05256,127.0899833,37.4076833
240,204000032,205000218,1,도촌동행정복지센터, 06188,127.15205,37.4166667
240,204000032,205000258,2,동분당더퍼스트정문, 06239,127.1564167,37.4171333
240,204000032,205000219,3,동분당더퍼스트.도촌종합사회복지관, 06196,127.1589667,37.4155333
240,204000032,205000227,4,도촌동9단지앞, 06199,127.1627833,37.4118167
240,204000032,205000220,5,도촌7단지.8단지, 06187,127.1616,37.4120167
240,204000032,205000221,6,도촌초등학교.도촌종합사회복지관, 06186,127.1575667,37.4139333
240,204000032,205000352,7,도촌4단지, 06327,127.1556167,37.4144833
240,204000032,205000222,8,도촌3단지.스위첸파티오1단지, 06195,127.1530667,37.4146
240,204000032,205000231,9,동강프라자앞, 06203,127.1506833,37.41435
240,204000032,205000217,10,도촌1.2단지, 06193,127.1487833,37.4146333
240,204000032,205000098,11,분재단지.도촌동1단지, 06022,127.1449833,37.4145833
240,204000032,205000175,12,매화마을주공3단지, 07264,127.14155,37.4145
240,204000032,205000210,13,매화마을3단지, 07313,127.1384167,37.4150667
240,204000032,206000726,14,야탑119안전센터, 07023,127.1362,37.4163
240,204000032,206000729,15,연꽃마을4단지, 07626,127.1344833,37.4167833
240,204000032,205000173,16,야탑중학교, 07214,127.1317167,37.41705
240,204000032,205000029,17,성남시청전면, 06004,127.12905,37.4193833
240,204000032,277102644,18,성남대로(경유),,127.1289667,37.4242667
240,204000032,205000069,19,모란역4번출구, 06153,127.1295167,37.43105
240,204000032,204000087,20,모란고개, 05037,127.1285333,37.4370333
240,204000032,204000086,21,통계청.태평역, 05038,127.12935,37.4400667
240,204000032,204000085,22,중앙시장.농협, 05048,127.13425,37.4415
240,204000032,204000263,23,성남시여성비전센터.삼성생명.한국사회적기업진흥원, 05236,127.1376667,37.4425333
240,204000032,204000105,24,성남시의료원.신흥1동행정복지센터, 05061,127.1402167,37.4432833
240,204000032,205000001,25,신흥역.종합시장, 06204,127.14655,37.4403667
240,204000032,205000022,26,성남우체국, 06206,127.1507833,37.44185
240,204000032,205000025,27,단대오거리역.(구)종점, 06208,127.1556833,37.4440333
240,204000032,205000111,28,단대동행정복지센터.성남만남지역자활센터, 06210,127.1584833,37.4477333
240,204000032,205000110,29,금광시장, 06054,127.1593,37.44975
240,204000032,205000050,30,남한산성입구역.법원검찰청, 06059,127.1601,37.4514833
240,204000032,205000049,31,상원초교.성남중앙병원.양지동청소년문화의집, 06211,127.1618,37.4547833
240,204000032,205000048,32,은행시장.남한산성시장.은행동청소년문화의집, 06214,127.1643167,37.45775
240,204000032,205000047,33,을지대학교, 06212,127.1665167,37.4603
240,204000032,205000046,34,을지대학교.생활관, 06215,127.1679667,37.46145
240,204000032,205000045,35,남한산성입구.양지파출소, 06213,127.1693167,37.4624667
240,204000032,204000136,36,남한산성입구, 05131,127.1695167,37.4630667
240,204000032,204000135,37,을지대학교.생활관, 05135,127.1670333,37.4612833
240,204000032,204000134,38,을지대학교, 05129,127.1660333,37.4604667
240,204000032,204000133,39,은행시장.남한산성시장.은행동청소년문화의집, 05134,127.1644,37.4586333
240,204000032,204000132,40,상원초등학교.양지동청소년문화의집, 05125,127.1619167,37.4557
240,204000032,204000138,41,남한산성입구역.법원검찰청, 05121,127.1594,37.4512167
240,204000032,204000141,42,금광시장, 05120,127.1588,37.4498333
240,204000032,204000140,43,단대동행정복지센터.성남만남지역자활센터, 05115,127.15785,37.4478
240,204000032,204000006,44,단대오거리역.세이브존, 05109,127.1553,37.44445
240,204000032,204000005,45,성남우체국, 05097,127.15045,37.4421667
240,204000032,204000268,46,신흥역.종합시장, 05241,127.1462,37.4406833
240,204000032,204000119,47,성남시의료원.신흥1동행정복지센터, 05062,127.14005,37.4435
240,204000032,204000096,48,성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원, 05080,127.1373667,37.4427167
240,204000032,204000100,49,중앙시장, 05046,127.1340667,37.4417333
240,204000032,204000099,50,통계청.태평역, 05039,127.1297667,37.4404667
240,204000032,204000088,51,모란고개, 05036,127.1280667,37.4365667
240,204000032,205000020,52,모란역6.7번출구, 06003,127.1288667,37.4317833
240,204000032,205000148,53,성남시청후면, 06156,127.1285167,37.4190833
240,204000032,206000057,54,야탑중학교, 07209,127.1305667,37.4168
240,204000032,206000728,55,매화마을1단지, 07625,127.1348167,37.4165
240,204000032,206000478,56,매화마을3단지, 07244,127.1378833,37.4150833
240,204000032,206000264,57,매화마을주공3단지, 07259,127.1408333,37.4144333
240,204000032,205000097,58,도촌동1단지앞, 06023,127.1449333,37.41425
240,204000032,205000211,59,도촌1.2단지, 06192,127.14865,37.4145333
240,204000032,205000230,60,도촌2단지.근로복지공단, 06202,127.1507,37.4142
240,204000032,205000212,61,도촌3단지.스위첸파티오1단지, 06191,127.1534833,37.4144667
240,204000032,205000213,62,도촌초등학교.도촌종합사회복지관, 06184,127.1577667,37.4137667
240,204000032,205000214,63,도촌7단지.8단지, 06190,127.1618,37.4117833
240,204000032,205000226,64,도촌동9단지앞, 06198,127.16305,37.41195
240,204000032,205000215,65,동분당더퍼스트.도촌종합사회복지관, 06189,127.1587833,37.4158167
240,204000032,205000259,66,동분당더퍼스트정문, 06240,127.1569667,37.41705
240,204000032,205000216,67,도촌동행정복지센터, 06197,127.1533167,37.4172833
250,204000048,205000218,1,도촌동행정복지센터, 06188,127.15205,37.4166667
250,204000048,205000258,2,동분당더퍼스트정문, 06239,127.1564167,37.4171333
250,204000048,205000219,3,동분당더퍼스트.도촌종합사회복지관, 06196,127.1589667,37.4155333
250,204000048,205000227,4,도촌동9단지앞, 06199,127.1627833,37.4118167
250,204000048,205000220,5,도촌7단지.8단지, 06187,127.1616,37.4120167
250,204000048,205000221,6,도촌초등학교.도촌종합사회복지관, 06186,127.1575667,37.4139333
250,204000048,205000352,7,도촌4단지, 06327,127.1556167,37.4144833
250,204000048,205000222,8,도촌3단지.스위첸파티오1단지, 06195,127.1530667,37.4146
250,204000048,205000231,9,동강프라자앞, 06203,127.1506833,37.41435
250,204000048,205000217,10,도촌1.2단지, 06193,127.1487833,37.4146333
250,204000048,206000391,11,동원.SK아파트, 07374,127.1432833,37.4129333
250,204000048,206000676,12,매화마을주공4단지, 07443,127.14205,37.413
250,204000048,206000144,13,분당아람고등학교, 07305,127.13835,37.41325
250,204000048,206000143,14,매화마을2단지, 07236,127.1366833,37.4134667
250,204000048,206000142,15,장미마을.현대아파트, 07217,127.1323667,37.4137167
250,204000048,206000141,16,장미마을, 07211,127.1305333,37.41395
250,204000048,206000157,17,야탑역.종합버스터미널(전면), 07201,127.1285,37.4114167
250,204000048,206000055,18,성남아트센터.태원고교, 07198,127.1281333,37.40165
250,204000048,206000054,19,이매역, 07197,127.1280833,37.39675
250,204000048,206000053,20,송림고교.이매촌성지아파트.청구아파트, 07196,127.1280167,37.3930333
250,204000048,206000026,21,서현역.AK플라자, 07169,127.1242333,37.3842667
250,204000048,206000297,22,분당구청.중앙공원후문, 07141,127.1206167,37.3816833
250,204000048,206000296,23,수내역.롯데백화점, 07100,127.11515,37.3777667
250,204000048,206000257,24,로얄팰리스아파트, 07076,127.11065,37.37455
250,204000048,206000256,25,정자청소년수련관.분당클리닉, 07050,127.1078333,37.3706667
250,204000048,206000189,26,정자역, 07049,127.1078833,37.36585
250,204000048,206000140,27,아데나펠리스, 07053,127.1078667,37.3622
250,204000048,206000097,28,상록마을(임광.보성).미켈란쉐르빌, 07329,127.1079333,37.3589167
250,204000048,206000096,29,분당경영고.청솔중, 07330,127.1084167,37.35575
250,204000048,206000095,30,미금역.청솔마을.2001아울렛, 07331,127.1086,37.3507167
250,204000048,206000222,31,미금역.2001아울렛, 07045,127.1068167,37.3501833
250,204000048,206000212,32,로얄냉장, 07306,127.1018833,37.3538333
250,204000048,206000211,33,보바스병원, 07307,127.1019,37.3579
250,204000048,206000210,34,쇳골마을.궁내동톨게이트, 07028,127.1017667,37.3635333
250,204000048,206000204,35,궁내동.궁안마을, 07031,127.1015167,37.3701167
250,204000048,206000203,36,쇳골마을.궁내동톨게이트, 07026,127.1014333,37.3635
250,204000048,206000202,37,보바스병원, 07030,127.1015333,37.3571167
250,204000048,206000201,38,로얄냉장, 07029,127.1015167,37.3541333
250,204000048,206000228,39,미금역.2001아울렛, 07043,127.1068333,37.3499333
250,204000048,206000087,40,미금역.청솔마을.2001아울렛, 07333,127.1091833,37.3510667
250,204000048,206000086,41,청솔주공6단지, 07334,127.1091,37.3543
250,204000048,206000085,42,상록마을, 07304,127.10855,37.3578667
250,204000048,206000199,43,아데나펠리스, 07308,127.10835,37.3611167
250,204000048,206000198,44,정자역, 07051,127.1083333,37.3659667
250,204000048,206000197,45,두산위브제니스, 07052,127.1083167,37.3695333
250,204000048,206000253,46,느티마을.경남빌라, 07080,127.1116,37.3746667
250,204000048,206000278,47,롯데백화점.수내역, 07098,127.1154833,37.3774667
250,204000048,206000300,48,분당구청.중앙공원후문, 07142,127.1207667,37.3813167
250,204000048,206000299,49,서현역.AK플라자, 07302,127.1245333,37.3839833
250,204000048,206000028,50,송림고등학교.이매촌청구아파트.동신아파트, 07301,127.1284667,37.3919833
250,204000048,206000027,51,돌마고교, 07199,127.1285833,37.39335
250,204000048,206000227,52,이매역.농업기술센터.진흥아파트.동신아파트, 07322,127.1287667,37.3976
250,204000048,206000226,53,성남아트센터.태원고교, 07202,127.1287167,37.4014667
250,204000048,206000108,54,야탑역.종합버스터미널(전면), 07195,127.1289667,37.4121
250,204000048,206000148,55,장미마을, 07208,127.1300333,37.4137
250,204000048,206000147,56,장미마을.현대아파트, 07215,127.1321333,37.4135167
250,204000048,206000146,57,매화마을사거리.주택단지, 07230,127.1350167,37.4132667
250,204000048,206000145,58,매화마을2단지, 07235,127.1365167,37.4132167
250,204000048,206000669,59,청구빌라앞, 07589,127.1399667,37.4128833
250,204000048,206000390,60,동원.SK아파트, 07375,127.1440667,37.4133167
250,204000048,205000097,61,도촌동1단지앞, 06023,127.1449333,37.41425
250,204000048,205000211,62,도촌1.2단지, 06192,127.14865,37.4145333
250,204000048,205000230,63,도촌2단지.근로복지공단, 06202,127.1507,37.4142
250,204000048,205000212,64,도촌3단지.스위첸파티오1단지, 06191,127.1534833,37.4144667
250,204000048,205000213,65,도촌초등학교.도촌종합사회복지관, 06184,127.1577667,37.4137667
250,204000048,205000214,66,도촌7단지.8단지, 06190,127.1618,37.4117833
250,204000048,205000226,67,도촌동9단지앞, 06198,127.16305,37.41195
250,204000048,205000215,68,동분당더퍼스트.도촌종합사회복지관, 06189,127.1587833,37.4158167
250,204000048,205000259,69,동분당더퍼스트정문, 06240,127.1569667,37.41705
250,204000048,205000216,70,도촌동행정복지센터, 06197,127.1533167,37.4172833
3-1,205000003,234000600,1,광주차고지, 38288,127.2582,37.4216667
3-1,205000003,234000466,2,광주하남교육청, 38682,127.2584167,37.4226833
3-1,205000003,234001022,3,밀목사거리.광주시청앞, 54010,127.25755,37.42605
3-1,205000003,234000261,4,송정초등학교, 38907,127.2562667,37.4224833
3-1,205000003,234000761,5,송정지구, 38550,127.2560167,37.4202667
3-1,205000003,234000255,6,파라다이스아파트, 38487,127.2566833,37.4172833
3-1,205000003,234000479,7,나산아파트, 38267,127.2547833,37.41525
3-1,205000003,234000259,8,보건소.공설운동장, 38485,127.25105,37.4162167
3-1,205000003,234000252,9,파발교.최영일산부인과, 38469,127.2559333,37.4136667
3-1,205000003,234000462,10,경안동주민센터.우체국앞, 38911,127.2576667,37.4109
3-1,205000003,234001063,11,광주크리닉센터, 54039,127.2586167,37.4088333
3-1,205000003,234000321,12,한전광주지사, 38495,127.2592667,37.4060167
3-1,205000003,234000914,13,광주2육교, 38274,127.2557333,37.4037
3-1,205000003,234001077,14,역동, 38275,127.2544333,37.4027833
3-1,205000003,234000330,15,경안장례식장.이편한세상광주역아파트, 38229,127.2450833,37.4011833
3-1,205000003,234000436,16,절골.장지동.미빙냉장, 38194,127.2357667,37.4039167
3-1,205000003,234001004,17,장지동.조은교회앞, 54088,127.2278167,37.4068167
3-1,205000003,234000435,18,중앙저수지.성광주유소, 38156,127.2241667,37.4048833
3-1,205000003,234000434,19,임마누엘교회, 38149,127.2201333,37.4030667
3-1,205000003,234000064,20,텃골.중대동, 38491,127.2115667,37.40625
3-1,205000003,234001169,21,삼동역육교, 54149,127.2046667,37.40945
3-1,205000003,234000063,22,삼동.갈마주유소, 38101,127.2011667,37.4120333
3-1,205000003,277103681,23,갈현교차로(경유),,127.18225,37.4242833
3-1,205000003,205000078,24,갈현동, 06129,127.1757167,37.4230667
3-1,205000003,205000074,25,섬마을, 06047,127.1580667,37.4217833
3-1,205000003,205000069,26,모란역4번출구, 06153,127.1295167,37.43105
3-1,205000003,204000087,27,모란고개, 05037,127.1285333,37.4370333
3-1,205000003,204000086,28,통계청.태평역, 05038,127.12935,37.4400667
3-1,205000003,204000085,29,중앙시장.농협, 05048,127.13425,37.4415
3-1,205000003,204000263,30,성남시여성비전센터.삼성생명.한국사회적기업진흥원, 05236,127.1376667,37.4425333
3-1,205000003,204000105,31,성남시의료원.신흥1동행정복지센터, 05061,127.1402167,37.4432833
3-1,205000003,205000001,32,신흥역.종합시장, 06204,127.14655,37.4403667
3-1,205000003,205000022,33,성남우체국, 06206,127.1507833,37.44185
3-1,205000003,205000025,34,단대오거리역.(구)종점, 06208,127.1556833,37.4440333
3-1,205000003,205000165,35,단대쇼핑, 06052,127.1589667,37.4448
3-1,205000003,205000164,36,금광1.2동행정복지센터.중원어린이도서관, 06068,127.1626833,37.4453833
3-1,205000003,205000163,37,신구대학.향군회관, 06081,127.1663333,37.4463667
3-1,205000003,205000162,38,신구대학사거리, 06084,127.1675,37.4458
3-1,205000003,205000161,39,성남중원경찰서.e편한세상금빛그랑메종5단지후문, 06087,127.1677333,37.4427667
3-1,205000003,205000160,40,구서고.금상초교, 06074,127.1648167,37.4421333
3-1,205000003,205000159,41,대일초교.학년쇼핑, 06067,127.1623333,37.4403833
3-1,205000003,205000158,42,현성아름빌아파트, 06063,127.1608167,37.4389833
3-1,205000003,205000157,43,상대원시장.새마을금고, 06055,127.15915,37.43745
3-1,205000003,205000065,44,대원사거리, 06066,127.1611833,37.4330167
3-1,205000003,205000064,45,상대원1동행정복지센터, 06073,127.1643833,37.4326167
3-1,205000003,205000063,46,공단본부.샤니, 06092,127.1685167,37.4324667
3-1,205000003,205000062,47,고려당사거리, 06108,127.1715333,37.4335333
3-1,205000003,205000061,48,공단오거리.공단주유소, 06117,127.1735667,37.43435
3-1,205000003,205000060,49,스타타워.동방렌탈, 06131,127.1762833,37.4343333
3-1,205000003,205000059,50,보통골동양공업사, 06140,127.1789667,37.4351
3-1,205000003,205000058,51,근로자종합복지관, 06138,127.1787667,37.4385333
3-1,205000003,205000057,52,궁전아파트.성지아파트, 06143,127.1790167,37.4399
3-1,205000003,205000030,53,자동차검사소.산성아파트, 06136,127.1783833,37.4416833
3-1,205000003,205000085,54,사기막골, 06148,127.1794167,37.4445167
3-1,205000003,205000033,55,영원무역, 06135,127.1778833,37.4439333
3-1,205000003,205000032,56,자동차검사소.산성아파트, 06134,127.1780833,37.4416333
3-1,205000003,205000038,57,궁전아파트.성지아파트, 06146,127.17875,37.4397167
3-1,205000003,205000037,58,근로자종합복지관, 06139,127.1785167,37.4383167
3-1,205000003,205000134,59,보통골동양공업사, 06142,127.1787833,37.4346667
3-1,205000003,205000133,60,스타타워.동방렌탈, 06132,127.1763167,37.4345
3-1,205000003,205000132,61,공단오거리.공단주유소, 06115,127.1734833,37.4345333
3-1,205000003,205000131,62,고려당사거리, 06109,127.1713833,37.43375
3-1,205000003,205000130,63,공단본부.샤니, 06093,127.1687,37.43275
3-1,205000003,205000129,64,상대원1동행정복지센터, 06075,127.1649167,37.433
3-1,205000003,205000128,65,대원터널앞사거리, 06064,127.16105,37.4335
3-1,205000003,205000012,66,우리은행앞, 06057,127.1589667,37.43435
3-1,205000003,205000127,67,상대원시장, 06048,127.1582667,37.4356167
3-1,205000003,205000011,68,상대원시장.새마을금고, 06053,127.1589833,37.4370167
3-1,205000003,205000010,69,현성아름빌아파트, 06065,127.1611833,37.4389833
3-1,205000003,205000009,70,대일초교.학년쇼핑, 06069,127.1630333,37.4407167
3-1,205000003,205000008,71,구서고.금상초교, 06076,127.1658,37.4423167
3-1,205000003,205000007,72,성남중원경찰서.e편한세상금빛그랑메종5단지후문, 06088,127.16785,37.4425167
3-1,205000003,205000031,73,황송마을아파트, 06094,127.16865,37.44495
3-1,205000003,205000006,74,대원중.금광중, 06106,127.1707333,37.4460333
3-1,205000003,205000005,75,한양수자인성남마크뷰.황성게이트볼장, 06114,127.1723333,37.44785
3-1,205000003,205000004,76,하원초등학교, 06101,127.1694333,37.4472667
3-1,205000003,205000003,77,신구대학, 06089,127.1679667,37.4469667
3-1,205000003,205000168,78,신구대학.향군회관, 06082,127.166,37.4465667
3-1,205000003,205000167,79,금광1.2동행정복지센터.중원어린이도서관, 06071,127.1634167,37.4458833
3-1,205000003,205000166,80,단대쇼핑, 06056,127.1592,37.44495
3-1,205000003,204000006,81,단대오거리역.세이브존, 05109,127.1553,37.44445
3-1,205000003,204000005,82,성남우체국, 05097,127.15045,37.4421667
3-1,205000003,204000268,83,신흥역.종합시장, 05241,127.1462,37.4406833
3-1,205000003,204000119,84,성남시의료원.신흥1동행정복지센터, 05062,127.14005,37.4435
3-1,205000003,204000096,85,성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원, 05080,127.1373667,37.4427167
3-1,205000003,204000100,86,중앙시장, 05046,127.1340667,37.4417333
3-1,205000003,204000099,87,통계청.태평역, 05039,127.1297667,37.4404667
3-1,205000003,204000088,88,모란고개, 05036,127.1280667,37.4365667
3-1,205000003,205000075,89,모란역, 06154,127.1288833,37.4316167
3-1,205000003,205000073,90,섬마을, 06044,127.1576333,37.4215333
3-1,205000003,205000079,91,갈현동, 06120,127.1739,37.42265
3-1,205000003,205000267,92,성남시장례문화사업소.장례식장입구, 06246,127.18055,37.4238333
3-1,205000003,234000066,93,삼동.갈마주유소, 38097,127.20075,37.41195
3-1,205000003,234001168,94,삼동역육교, 54148,127.2040167,37.4096667
3-1,205000003,234000065,95,텃골.중대동, 38128,127.2122833,37.4056833
3-1,205000003,234000439,96,중앙저수지.성광주유소, 38155,127.2242167,37.4045833
3-1,205000003,234000438,97,중간말.오디벨로, 38179,127.2319333,37.4055667
3-1,205000003,234000437,98,장지동.절골, 38193,127.2356,37.4038167
3-1,205000003,234000372,99,경안장례식장.이편한세상광주역아파트, 38225,127.2444667,37.4011667
3-1,205000003,234000269,100,광주시축협, 38292,127.2593833,37.40775
3-1,205000003,234000268,101,경안동주민센터.우체국앞, 38285,127.2578667,37.4108333
3-1,205000003,234000267,102,제일정형외과앞, 38483,127.2571167,37.4132
3-1,205000003,234000253,103,파발교.최영일산부인과, 38497,127.2546333,37.414
3-1,205000003,234000258,104,보건소.공설운동장, 38486,127.2512167,37.4160833
3-1,205000003,234000266,105,광주시자원봉사센터입구, 38279,127.2569833,37.4151667
3-1,205000003,234000265,106,파라다이스아파트, 38484,127.2565667,37.4186167
3-1,205000003,234000946,107,송정지구, 38544,127.2563167,37.4214333
3-1,205000003,234000264,108,송정초등학교, 38500,127.2565667,37.4237333
3-1,205000003,234000263,109,밀목사거리.광주시청앞, 38280,127.2574167,37.4258667
3-1,205000003,234000467,110,광주하남교육청, 38681,127.2581667,37.4226167
300,206000003,206000040,1,오리역, 07058,127.1091833,37.3401167
300,206000003,206000219,2,하얀마을.구미도서관, 07060,127.1091667,37.3447167
300,206000003,206000088,3,까치마을.건영빌라.2001아울렛, 07332,127.1091333,37.3475167
300,206000003,206000087,4,미금역.청솔마을.2001아울렛, 07333,127.1091833,37.3510667
300,206000003,206000086,5,청솔주공6단지, 07334,127.1091,37.3543
300,206000003,206000085,6,상록마을, 07304,127.10855,37.3578667
300,206000003,206000199,7,아데나펠리스, 07308,127.10835,37.3611167
300,206000003,206000198,8,정자역, 07051,127.1083333,37.3659667
300,206000003,206000197,9,두산위브제니스, 07052,127.1083167,37.3695333
300,206000003,206000253,10,느티마을.경남빌라, 07080,127.1116,37.3746667
300,206000003,206000278,11,롯데백화점.수내역, 07098,127.1154833,37.3774667
300,206000003,206000300,12,분당구청.중앙공원후문, 07142,127.1207667,37.3813167
300,206000003,206000299,13,서현역.AK플라자, 07302,127.1245333,37.3839833
300,206000003,206000028,14,송림고등학교.이매촌청구아파트.동신아파트, 07301,127.1284667,37.3919833
300,206000003,206000027,15,돌마고교, 07199,127.1285833,37.39335
300,206000003,206000227,16,이매역.농업기술센터.진흥아파트.동신아파트, 07322,127.1287667,37.3976
300,206000003,206000226,17,성남아트센터.태원고교, 07202,127.1287167,37.4014667
300,206000003,206000108,18,야탑역.종합버스터미널(전면), 07195,127.1289667,37.4121
300,206000003,206000148,19,장미마을, 07208,127.1300333,37.4137
300,206000003,206000147,20,장미마을.현대아파트, 07215,127.1321333,37.4135167
300,206000003,206000146,21,매화마을사거리.주택단지, 07230,127.1350167,37.4132667
300,206000003,206000145,22,매화마을2단지, 07235,127.1365167,37.4132167
300,206000003,206000669,23,청구빌라앞, 07589,127.1399667,37.4128833
300,206000003,206000727,24,매화마을4단지, 07632,127.1421167,37.4127667
300,206000003,206000390,25,동원.SK아파트, 07375,127.1440667,37.4133167
300,206000003,205000097,26,도촌동1단지앞, 06023,127.1449333,37.41425
300,206000003,205000268,27,도촌단지입구, 06228,127.1481833,37.4155
300,206000003,205000096,28,도촌북로입구, 06033,127.1504833,37.4176
300,206000003,205000079,29,갈현동, 06120,127.1739,37.42265
300,206000003,205000267,30,성남시장례문화사업소.장례식장입구, 06246,127.18055,37.4238333
300,206000003,234000066,31,삼동.갈마주유소, 38097,127.20075,37.41195
300,206000003,234001168,32,삼동역육교, 54148,127.2040167,37.4096667
300,206000003,234000065,33,텃골.중대동, 38128,127.2122833,37.4056833
300,206000003,234000439,34,중앙저수지.성광주유소, 38155,127.2242167,37.4045833
300,206000003,234000438,35,중간말.오디벨로, 38179,127.2319333,37.4055667
300,206000003,234001072,36,광주경찰서.경남.벽산아파트, 54046,127.2393833,37.4097167
300,206000003,234001074,37,탄벌1통마을회관, 54047,127.24115,37.41315
300,206000003,234000994,38,탄벌중학교, 38959,127.2433333,37.4134167
300,206000003,234000995,39,동보아파트, 38964,127.24725,37.4146667
300,206000003,234000252,40,파발교.최영일산부인과, 38469,127.2559333,37.4136667
300,206000003,234000251,41,뉴광주농협주유소, 38294,127.2595167,37.41355
300,206000003,234000271,42,광주터미널.참조은병원앞, 38297,127.2603667,37.4106833
300,206000003,234000270,43,역동사거리, 38299,127.26065,37.4079333
300,206000003,277103686,44,광주IC(경유),,127.2611,37.4053833
300,206000003,234000371,45,새광주주유소, 38315,127.2677667,37.4047333
300,206000003,234000370,46,쌍령동.김촌말.센트럴푸르지오아파트, 38316,127.2721,37.4005
300,206000003,234000369,47,동성.현대아파트.대광로제비앙아파트, 38492,127.2757167,37.39635
300,206000003,234000368,48,도평리.우림.신일.대주아파트, 38493,127.2834333,37.3918667
300,206000003,234000366,49,초월읍행정복지센터.초월도서관입구, 38494,127.2886167,37.3858667
300,206000003,234000365,50,소쌍.동광.e편한세상.모아미래도, 38338,127.2954667,37.3781333
300,206000003,234000364,51,초월역.롯데아파트, 38341,127.2998833,37.3727
300,206000003,234000363,52,쌍동리경기주유소.광주하남예비군훈련장, 38347,127.3024,37.3707167
300,206000003,234000362,53,벽산대주아파트, 38379,127.3117833,37.3641
300,206000003,234000361,54,모다아울렛, 38384,127.3135167,37.3629833
300,206000003,234000360,55,빙그레.코아루아파트, 38392,127.31615,37.3603167
300,206000003,234000359,56,삼리.킴스빌리지.현진에버빌아파트, 38409,127.3264,37.3552333
300,206000003,234000358,57,도자박물관.친환경농산물유통센터.경기도농수산진흥원.팀업캠퍼스, 38412,127.3294,37.35375
300,206000003,234001005,58,곤지암1리.소머리국밥, 54091,127.3397167,37.3505667
300,206000003,234000357,59,곤지암터미널, 38426,127.342,37.3501333
300,206000003,234000894,60,곤지암역.예계교, 38794,127.3479833,37.3501
300,206000003,234001075,61,곤지암읍행정복지센터, 54083,127.3515667,37.3502167
300,206000003,234000937,62,곤지암셀프주유소앞, 38897,127.35755,37.3490333
300,206000003,234000227,63,은대미, 38810,127.36545,37.3509833
300,206000003,234000204,64,은대미, 38669,127.3652833,37.3511
300,206000003,234000784,65,곤지암셀프주유소앞, 38893,127.3568333,37.34935
300,206000003,234001076,66,곤지암읍행정복지센터, 54050,127.3518167,37.3503
300,206000003,234001160,67,곤지암역.예계교, 54140,127.3478167,37.3502667
300,206000003,234000673,68,곤지향어울림마당, 38737,127.3444667,37.3491667
300,206000003,234000943,69,곤지암터미널, 38538,127.3417167,37.3498167
300,206000003,234000089,70,농협.곤지암연세의원, 38422,127.3399667,37.3496833
300,206000003,234000342,71,도자박물관.친환경농산물유통센터.경기도농수산진흥원.팀업캠퍼스, 38413,127.32955,37.3540333
300,206000003,234000341,72,삼리.킴스빌리지.현진에버빌아파트, 38406,127.3251833,37.3561333
300,206000003,234000340,73,빙그레.코아루아파트, 38391,127.3160667,37.3608
300,206000003,234000339,74,벽산.대주아파트.모다아울렛, 38383,127.31255,37.3639167
300,206000003,234000338,75,쌍동리경기주유소.광주하남예비군훈련장, 38349,127.3028667,37.3706667
300,206000003,234000337,76,초월역.롯데아파트, 38340,127.3000667,37.3728667
300,206000003,234000336,77,소쌍.동광.e편한세상.모아미래도, 38339,127.2963333,37.37595
300,206000003,234000335,78,초월읍행정복지센터.초월도서관입구, 38329,127.2876667,37.3869667
300,206000003,234000334,79,도평리.우림.신일.대주아파트, 38489,127.2845167,37.3913167
300,206000003,234000333,80,동성.현대아파트.대광로제비앙아파트, 38321,127.2748667,37.3977333
300,206000003,234000332,81,쌍령동.김촌말.센트럴푸르지오아파트, 38490,127.27165,37.4014333
300,206000003,234000331,82,쌍령동, 38637,127.2671667,37.4052667
300,206000003,234000284,83,역동사거리, 38300,127.26105,37.4079
