연도,월,시간,이용객수,순위,노선,노선아이디,기점,종점,배차간격(평일)(분),첫차시간,막차시간,,,,
2023,3,00시~01시,5,20,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,00시~01시,3,21,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,00시~01시,195,2,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,00시~01시,12,17,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,00시~01시,16,14,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,00시~01시,22,9,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,00시~01시,15,15,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,00시~01시,7,19,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,00시~01시,13,16,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,00시~01시,113,4,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,3,00시~01시,8,18,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,00시~01시,1,23,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,3,00시~01시,21,10,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,3,00시~01시,18,13,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,3,00시~01시,24,8,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,00시~01시,21,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,00시~01시,214,1,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,00시~01시,1,24,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,00시~01시,19,12,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,00시~01시,3,22,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,3,01시~02시,13,2,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,01시~02시,19,1,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,04시~05시,148,5,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,04시~05시,18,12,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,04시~05시,94,7,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,04시~05시,15,13,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,04시~05시,216,4,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,04시~05시,299,1,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,04시~05시,45,9,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,04시~05시,3,16,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,04시~05시,63,8,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,04시~05시,24,11,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,04시~05시,289,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,04시~05시,107,6,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,04시~05시,13,14,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,04시~05시,4,15,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,04시~05시,45,10,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,3,04시~05시,241,3,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,05시~06시,1488,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,05시~06시,41,29,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,05시~06시,62,24,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,05시~06시,63,23,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,05시~06시,629,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,05시~06시,56,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,05시~06시,51,27,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,05시~06시,376,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,3,05시~06시,437,8,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,05시~06시,29,32,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,05시~06시,90,21,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,05시~06시,484,5,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,05시~06시,736,3,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,05시~06시,56,26,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,3,05시~06시,317,11,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,05시~06시,116,17,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,05시~06시,28,33,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,05시~06시,474,6,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,05시~06시,126,16,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,3,05시~06시,30,31,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,3,05시~06시,137,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,05시~06시,64,22,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,3,05시~06시,116,18,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,3,05시~06시,365,10,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,3,05시~06시,983,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,05시~06시,310,13,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,05시~06시,290,14,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,05시~06시,51,28,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,3,05시~06시,112,19,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,05시~06시,315,12,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,3,05시~06시,439,7,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,05시~06시,24,35,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,3,05시~06시,108,20,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,3,05시~06시,34,30,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,3,05시~06시,6,36,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,3,06시~07시,2624,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,06시~07시,120,27,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,06시~07시,260,19,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,06시~07시,93,32,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,06시~07시,932,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,06시~07시,225,21,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,06시~07시,111,28,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,06시~07시,667,11,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,3,06시~07시,1365,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,06시~07시,95,30,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,06시~07시,201,23,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,06시~07시,793,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,06시~07시,785,8,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,06시~07시,196,24,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,3,06시~07시,336,16,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,06시~07시,269,18,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,06시~07시,167,26,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,06시~07시,961,4,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,06시~07시,190,25,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,3,06시~07시,40,37,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,3,06시~07시,389,14,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,06시~07시,107,29,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,3,06시~07시,318,17,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,3,06시~07시,737,10,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,3,06시~07시,1660,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,06시~07시,609,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,06시~07시,844,6,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,06시~07시,343,15,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,3,06시~07시,214,22,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,06시~07시,423,13,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,3,06시~07시,54,36,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,06시~07시,95,31,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,06시~07시,780,9,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,06시~07시,91,33,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,3,06시~07시,249,20,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,3,06시~07시,68,34,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,3,06시~07시,55,35,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,3,07시~08시,5426,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,07시~08시,491,25,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,07시~08시,796,17,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,07시~08시,280,33,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,07시~08시,2502,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,07시~08시,804,16,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,07시~08시,362,30,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,07시~08시,1466,10,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,3,07시~08시,2925,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,07시~08시,266,35,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,07시~08시,694,22,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,07시~08시,1840,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,07시~08시,1372,11,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,07시~08시,377,29,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,3,07시~08시,736,20,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,07시~08시,563,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,07시~08시,417,27,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,07시~08시,1747,8,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,07시~08시,718,21,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,3,07시~08시,97,37,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,3,07시~08시,984,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,07시~08시,335,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,3,07시~08시,773,18,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,3,07시~08시,1840,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,3,07시~08시,4130,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,07시~08시,1176,14,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,07시~08시,2629,4,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,07시~08시,1199,13,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,3,07시~08시,746,19,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,07시~08시,1304,12,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,3,07시~08시,267,34,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,07시~08시,345,31,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,07시~08시,1675,9,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,07시~08시,480,26,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,3,07시~08시,551,24,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,3,07시~08시,394,28,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,3,07시~08시,116,36,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,3,08시~09시,6838,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,08시~09시,620,26,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,08시~09시,1066,17,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,08시~09시,496,30,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,08시~09시,3923,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,08시~09시,879,23,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,08시~09시,447,32,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,08시~09시,2011,11,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,3,08시~09시,4190,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,08시~09시,363,34,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,08시~09시,910,22,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,08시~09시,2577,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,08시~09시,1970,12,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,08시~09시,458,31,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,3,08시~09시,1029,20,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,08시~09시,932,21,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,08시~09시,610,28,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,08시~09시,2349,9,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,08시~09시,1032,19,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,3,08시~09시,227,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,3,08시~09시,1055,18,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,08시~09시,415,33,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,3,08시~09시,1148,15,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,3,08시~09시,2778,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,3,08시~09시,5770,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,08시~09시,2038,10,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,08시~09시,3683,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,08시~09시,1815,14,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,3,08시~09시,1119,16,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,08시~09시,1942,13,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,3,08시~09시,322,35,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,08시~09시,620,27,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,08시~09시,2536,8,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,08시~09시,639,25,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,3,08시~09시,757,24,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,3,08시~09시,573,29,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,3,08시~09시,114,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,3,09시~10시,4816,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,09시~10시,440,25,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,09시~10시,506,22,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,09시~10시,258,31,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,09시~10시,2375,3,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,09시~10시,452,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,09시~10시,289,29,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,09시~10시,1416,10,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,3,09시~10시,2187,4,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,09시~10시,416,26,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,09시~10시,635,17,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,09시~10시,1614,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,09시~10시,1220,12,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,09시~10시,276,30,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,3,09시~10시,599,21,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,09시~10시,500,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,09시~10시,329,27,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,09시~10시,1553,8,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,09시~10시,603,20,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,3,09시~10시,151,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,3,09시~10시,896,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,09시~10시,169,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,3,09시~10시,715,16,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,3,09시~10시,1437,9,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,3,09시~10시,3621,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,09시~10시,1413,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,09시~10시,1934,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,09시~10시,1129,13,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,3,09시~10시,605,19,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,09시~10시,1020,14,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,3,09시~10시,171,34,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,09시~10시,178,33,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,09시~10시,1601,7,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,09시~10시,329,28,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,3,09시~10시,607,18,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,3,09시~10시,219,32,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,3,09시~10시,91,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,3,10시~11시,3560,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,10시~11시,182,27,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,10시~11시,285,22,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,10시~11시,166,30,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,10시~11시,1577,3,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,10시~11시,277,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,10시~11시,245,26,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,10시~11시,832,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,3,10시~11시,1571,4,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,10시~11시,163,31,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,10시~11시,313,19,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,10시~11시,1185,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,10시~11시,733,12,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,10시~11시,170,28,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,3,10시~11시,345,17,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,10시~11시,283,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,10시~11시,168,29,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,10시~11시,763,10,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,10시~11시,302,20,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,3,10시~11시,87,37,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,3,10시~11시,532,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,3,10시~11시,120,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,3,10시~11시,433,16,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,3,10시~11시,942,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,3,10시~11시,2349,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,3,10시~11시,744,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,3,10시~11시,1348,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,3,10시~11시,562,13,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,3,10시~11시,342,18,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,3,10시~11시,533,14,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,3,10시~11시,123,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,10시~11시,121,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,3,10시~11시,832,9,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,3,10시~11시,249,25,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,3,10시~11시,296,21,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,3,10시~11시,135,32,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,3,10시~11시,89,36,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,3,11시~12시,3566,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,3,11시~12시,129,30,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,3,11시~12시,231,19,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,3,11시~12시,168,27,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,3,11시~12시,1528,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,3,11시~12시,197,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,3,11시~12시,185,25,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,3,11시~12시,687,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,3,11시~12시,1608,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,3,11시~12시,93,34,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,3,11시~12시,223,22,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,3,11시~12시,949,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,3,11시~12시,540,11,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,3,11시~12시,181,26,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,3,11시~12시,254,18,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,3,11시~12시,276,17,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,3,11시~12시,100,32,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,3,11시~12시,567,10,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,3,11시~12시,165,28,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
