연도,월,시간,이용객수,순위,노선,노선아이디,기점,종점,배차간격(평일)(분),첫차시간,막차시간,,,,
2023,6,09시~10시,352,29,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,09시~10시,1393,9,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,09시~10시,534,21,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,09시~10시,149,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,09시~10시,901,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,09시~10시,332,30,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,09시~10시,880,16,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,09시~10시,1714,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,09시~10시,3531,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,09시~10시,1321,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,09시~10시,2262,3,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,09시~10시,971,13,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,09시~10시,713,18,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,09시~10시,956,14,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,09시~10시,210,34,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,09시~10시,209,35,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,09시~10시,1392,10,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,6,09시~10시,406,28,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,6,09시~10시,676,19,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,6,09시~10시,319,31,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,6,09시~10시,112,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,6,10시~11시,3714,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,6,10시~11시,178,27,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,6,10시~11시,318,20,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,6,10시~11시,165,28,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,6,10시~11시,1475,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,6,10시~11시,219,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,6,10시~11시,284,22,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,6,10시~11시,882,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,6,10시~11시,1652,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,6,10시~11시,165,29,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,6,10시~11시,472,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,6,10시~11시,994,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,6,10시~11시,583,12,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,6,10시~11시,165,30,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,6,10시~11시,365,19,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,6,10시~11시,269,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,6,10시~11시,147,32,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,10시~11시,779,9,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,10시~11시,186,26,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,10시~11시,108,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,10시~11시,445,17,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,10시~11시,142,33,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,10시~11시,498,15,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,10시~11시,1065,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,10시~11시,2507,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,10시~11시,624,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,10시~11시,1598,4,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,10시~11시,542,14,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,10시~11시,431,18,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,10시~11시,568,13,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,10시~11시,136,34,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,10시~11시,130,35,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,10시~11시,668,10,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,6,10시~11시,247,24,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,6,10시~11시,286,21,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,6,10시~11시,153,31,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,6,10시~11시,61,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,6,11시~12시,3482,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,6,11시~12시,117,32,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,6,11시~12시,213,25,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,6,11시~12시,149,30,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,6,11시~12시,1492,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,6,11시~12시,226,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,6,11시~12시,278,19,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,6,11시~12시,798,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,6,11시~12시,1556,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,6,11시~12시,98,33,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,6,11시~12시,298,17,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,6,11시~12시,924,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,6,11시~12시,546,11,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,6,11시~12시,171,27,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,6,11시~12시,294,18,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,6,11시~12시,228,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,6,11시~12시,176,26,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,11시~12시,548,10,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,11시~12시,157,29,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,11시~12시,53,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,11시~12시,236,22,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,11시~12시,78,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,11시~12시,354,15,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,11시~12시,1027,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,11시~12시,2369,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,11시~12시,518,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,11시~12시,1417,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,11시~12시,333,16,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,11시~12시,432,14,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,11시~12시,500,13,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,11시~12시,143,31,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,11시~12시,83,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,11시~12시,672,9,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,6,11시~12시,243,20,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,6,11시~12시,237,21,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,6,11시~12시,170,28,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,6,11시~12시,34,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,6,12시~13시,3716,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,6,12시~13시,137,32,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,6,12시~13시,227,25,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,6,12시~13시,168,29,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,6,12시~13시,1471,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,6,12시~13시,230,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,6,12시~13시,319,19,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,6,12시~13시,861,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,6,12시~13시,1557,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,6,12시~13시,159,30,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,6,12시~13시,334,18,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,6,12시~13시,1090,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,6,12시~13시,674,10,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,6,12시~13시,263,22,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,6,12시~13시,388,16,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,6,12시~13시,244,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,6,12시~13시,152,31,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,12시~13시,638,11,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,12시~13시,125,33,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,12시~13시,63,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,12시~13시,283,20,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,12시~13시,87,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,12시~13시,387,17,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,12시~13시,1073,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,12시~13시,2613,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,12시~13시,624,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,12시~13시,1523,4,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,12시~13시,423,14,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,12시~13시,407,15,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,12시~13시,526,13,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,12시~13시,173,28,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,12시~13시,109,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,12시~13시,903,8,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,6,12시~13시,174,27,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,6,12시~13시,266,21,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,6,12시~13시,218,26,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,6,12시~13시,53,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,6,13시~14시,3670,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,6,13시~14시,166,31,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,6,13시~14시,218,24,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,6,13시~14시,175,30,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,6,13시~14시,1449,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,6,13시~14시,261,21,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,6,13시~14시,376,18,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,6,13시~14시,842,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,6,13시~14시,1686,4,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,6,13시~14시,165,32,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,6,13시~14시,396,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,6,13시~14시,1083,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,6,13시~14시,822,10,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,6,13시~14시,185,29,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,6,13시~14시,468,14,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,6,13시~14시,222,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,6,13시~14시,247,22,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,13시~14시,555,13,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,13시~14시,199,26,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,13시~14시,95,35,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,13시~14시,275,20,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,13시~14시,95,36,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,13시~14시,347,19,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,13시~14시,1005,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,13시~14시,2576,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,13시~14시,587,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,13시~14시,1795,3,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,13시~14시,395,17,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,13시~14시,402,15,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,13시~14시,629,11,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,13시~14시,187,28,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,13시~14시,114,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,13시~14시,878,8,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,6,13시~14시,202,25,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,6,13시~14시,191,27,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,6,13시~14시,139,33,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,6,13시~14시,38,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,6,14시~15시,3610,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,6,14시~15시,186,28,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,6,14시~15시,261,22,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,6,14시~15시,149,33,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,6,14시~15시,1626,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,6,14시~15시,225,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,6,14시~15시,353,17,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,6,14시~15시,864,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,6,14시~15시,1665,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,6,14시~15시,170,31,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,6,14시~15시,352,19,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,6,14시~15시,1027,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,6,14시~15시,869,8,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,6,14시~15시,211,26,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,6,14시~15시,394,14,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,6,14시~15시,299,21,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,6,14시~15시,183,29,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,14시~15시,523,13,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,14시~15시,227,24,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,14시~15시,88,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,14시~15시,344,20,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,14시~15시,148,34,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,14시~15시,371,15,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,14시~15시,1205,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,14시~15시,2445,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,14시~15시,555,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,14시~15시,1631,4,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,14시~15시,364,16,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,14시~15시,353,18,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,14시~15시,618,11,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,14시~15시,151,32,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,14시~15시,141,35,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,14시~15시,810,10,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,6,14시~15시,195,27,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,6,14시~15시,253,23,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,6,14시~15시,183,30,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,6,14시~15시,61,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,6,15시~16시,4442,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,6,15시~16시,278,28,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,6,15시~16시,523,18,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,6,15시~16시,302,24,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,6,15시~16시,2076,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,6,15시~16시,285,26,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,6,15시~16시,389,22,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,6,15시~16시,1135,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,6,15시~16시,2290,4,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,6,15시~16시,164,34,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,6,15시~16시,569,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,6,15시~16시,1474,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,6,15시~16시,1204,8,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,6,15시~16시,260,29,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,6,15시~16시,566,17,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,6,15시~16시,394,21,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,6,15시~16시,219,31,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,15시~16시,958,11,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,15시~16시,292,25,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,15시~16시,125,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,15시~16시,571,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,15시~16시,148,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,15시~16시,456,20,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,15시~16시,1696,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,15시~16시,3475,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,15시~16시,832,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,15시~16시,2450,3,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,15시~16시,518,19,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,15시~16시,615,14,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,15시~16시,720,13,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,15시~16시,188,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,15시~16시,192,32,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,15시~16시,1134,10,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,6,15시~16시,318,23,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,6,15시~16시,283,27,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,6,15시~16시,222,30,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,6,15시~16시,63,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,6,16시~17시,5546,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,6,16시~17시,292,31,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,6,16시~17시,478,21,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,6,16시~17시,232,34,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,6,16시~17시,2367,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,6,16시~17시,397,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,6,16시~17시,447,22,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,6,16시~17시,1529,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,6,16시~17시,2888,4,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,6,16시~17시,317,30,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,6,16시~17시,665,18,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,6,16시~17시,1804,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,6,16시~17시,1285,10,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,6,16시~17시,394,26,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,6,16시~17시,725,16,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,6,16시~17시,510,20,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,6,16시~17시,412,23,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,6,16시~17시,1115,11,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,6,16시~17시,348,28,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,6,16시~17시,146,37,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,6,16시~17시,550,19,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,6,16시~17시,162,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,6,16시~17시,778,15,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,6,16시~17시,1680,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,6,16시~17시,3893,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,6,16시~17시,977,13,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,6,16시~17시,2916,3,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,6,16시~17시,715,17,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,6,16시~17시,831,14,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,6,16시~17시,1076,12,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,6,16시~17시,250,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,6,16시~17시,330,29,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
