연도,월,시간,이용객수,순위,노선,노선아이디,기점,종점,배차간격(토요일)(분),배차간격(일요일)(분),첫차시간,막차시간
2023,4,07시~08시,85,27,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,07시~08시,12,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,08시~09시,137,29,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,08시~09시,193,23,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,08시~09시,118,30,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,08시~09시,1195,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,08시~09시,138,28,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,08시~09시,176,25,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,08시~09시,781,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,08시~09시,1510,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,08시~09시,78,33,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,08시~09시,214,18,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,08시~09시,832,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,08시~09시,678,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,08시~09시,179,24,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,08시~09시,386,12,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,08시~09시,215,17,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,08시~09시,214,19,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,08시~09시,399,10,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,08시~09시,155,27,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,08시~09시,36,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,08시~09시,211,20,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,08시~09시,159,26,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,08시~09시,303,14,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,08시~09시,988,4,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,08시~09시,2044,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,08시~09시,325,13,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,08시~09시,944,5,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,08시~09시,232,16,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,08시~09시,394,11,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,08시~09시,650,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,08시~09시,102,31,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,08시~09시,99,32,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,08시~09시,204,21,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,08시~09시,195,22,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,08시~09시,238,15,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,08시~09시,34,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,09시~10시,182,26,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,09시~10시,319,16,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,09시~10시,192,25,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,09시~10시,1451,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,09시~10시,164,27,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,09시~10시,218,22,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,09시~10시,1030,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,09시~10시,1964,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,09시~10시,112,32,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,09시~10시,257,19,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,09시~10시,1053,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,09시~10시,720,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,09시~10시,158,28,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,09시~10시,354,14,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,09시~10시,362,13,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,09시~10시,220,21,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,09시~10시,459,11,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,09시~10시,245,20,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,09시~10시,35,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,09시~10시,265,18,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,09시~10시,108,33,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,09시~10시,326,15,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,09시~10시,1341,4,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,09시~10시,2603,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,09시~10시,393,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,09시~10시,1202,5,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,09시~10시,277,17,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,09시~10시,522,10,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,09시~10시,593,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,09시~10시,115,31,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,09시~10시,146,30,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,09시~10시,207,24,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,09시~10시,217,23,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,09시~10시,148,29,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,09시~10시,15,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,10시~11시,151,28,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,10시~11시,318,13,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,10시~11시,210,24,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,10시~11시,1496,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,10시~11시,136,29,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,10시~11시,294,15,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,10시~11시,878,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,10시~11시,1962,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,10시~11시,98,31,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,10시~11시,247,18,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,10시~11시,995,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,10시~11시,726,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,10시~11시,169,27,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,10시~11시,222,21,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,10시~11시,361,12,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,10시~11시,214,22,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,10시~11시,444,10,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,10시~11시,193,25,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,10시~11시,48,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,10시~11시,214,23,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,10시~11시,109,30,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,10시~11시,295,14,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,10시~11시,1215,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,10시~11시,2288,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,10시~11시,291,16,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,10시~11시,1221,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,10시~11시,281,17,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,10시~11시,371,11,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,10시~11시,665,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,10시~11시,82,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,10시~11시,89,32,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,10시~11시,245,19,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,10시~11시,235,20,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,10시~11시,189,26,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,10시~11시,29,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,11시~12시,129,30,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,11시~12시,315,17,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,11시~12시,242,23,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,11시~12시,1535,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,11시~12시,212,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,11시~12시,370,13,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,11시~12시,916,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,11시~12시,2268,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,11시~12시,125,31,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,11시~12시,206,26,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,11시~12시,1126,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,11시~12시,833,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,11시~12시,226,24,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,11시~12시,405,12,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,11시~12시,368,14,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,11시~12시,191,27,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,11시~12시,653,10,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,11시~12시,165,28,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,11시~12시,96,33,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,11시~12시,284,21,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,11시~12시,79,34,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,11시~12시,312,18,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,11시~12시,1345,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,11시~12시,2497,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,11시~12시,334,15,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,11시~12시,1447,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,11시~12시,293,20,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,11시~12시,496,11,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,11시~12시,765,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,11시~12시,151,29,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,11시~12시,107,32,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,11시~12시,333,16,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,11시~12시,257,22,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,11시~12시,297,19,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,11시~12시,29,36,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,12시~13시,175,27,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,12시~13시,284,20,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,12시~13시,167,29,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,12시~13시,1677,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,12시~13시,239,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,12시~13시,303,17,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,12시~13시,1095,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,12시~13시,2247,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,12시~13시,174,28,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,12시~13시,237,25,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,12시~13시,1201,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,12시~13시,931,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,12시~13시,255,22,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,12시~13시,376,14,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,12시~13시,396,13,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,12시~13시,136,31,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,12시~13시,739,10,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,12시~13시,219,26,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,12시~13시,89,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,12시~13시,340,16,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,12시~13시,99,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,12시~13시,348,15,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,12시~13시,1294,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,12시~13시,2549,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,12시~13시,443,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,12시~13시,1422,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,12시~13시,298,19,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,12시~13시,414,12,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,12시~13시,753,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,12시~13시,151,30,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,12시~13시,98,33,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,12시~13시,245,23,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,12시~13시,284,21,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,12시~13시,302,18,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,12시~13시,60,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,13시~14시,270,23,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,13시~14시,228,26,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,13시~14시,251,24,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,13시~14시,1856,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,13시~14시,175,28,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,13시~14시,386,15,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,13시~14시,1130,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,13시~14시,2299,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,13시~14시,149,29,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,13시~14시,297,18,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,13시~14시,1279,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,13시~14시,954,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,13시~14시,297,19,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,13시~14시,443,12,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,13시~14시,422,14,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,13시~14시,144,30,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,13시~14시,760,9,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,13시~14시,178,27,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,13시~14시,105,33,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,13시~14시,283,22,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,13시~14시,129,31,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,13시~14시,359,16,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,13시~14시,1349,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,13시~14시,2544,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,13시~14시,512,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,13시~14시,1631,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,13시~14시,235,25,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,13시~14시,438,13,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,13시~14시,751,10,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,13시~14시,117,32,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,13시~14시,104,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,13시~14시,306,17,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,13시~14시,286,20,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,13시~14시,285,21,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,13시~14시,34,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,14시~15시,193,27,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,14시~15시,275,20,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,14시~15시,192,28,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,14시~15시,1637,4,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,14시~15시,198,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,14시~15시,329,14,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,14시~15시,1089,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,14시~15시,2073,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,14시~15시,143,31,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,14시~15시,247,22,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,14시~15시,1252,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,14시~15시,766,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,14시~15시,227,24,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,14시~15시,365,13,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,14시~15시,305,15,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,14시~15시,194,26,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,14시~15시,684,10,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,14시~15시,184,29,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,14시~15시,82,33,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,14시~15시,269,21,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,14시~15시,70,34,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,14시~15시,305,16,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,14시~15시,1396,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,14시~15시,2548,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,14시~15시,465,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,14시~15시,1695,3,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,14시~15시,238,23,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,14시~15시,434,12,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,14시~15시,756,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,14시~15시,183,30,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,14시~15시,115,32,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,14시~15시,289,18,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,14시~15시,277,19,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,14시~15시,304,17,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,14시~15시,18,36,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,15시~16시,160,30,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,15시~16시,367,15,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,15시~16시,181,27,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,4,15시~16시,1550,4,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,4,15시~16시,215,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,4,15시~16시,320,17,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,4,15시~16시,926,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,4,15시~16시,2183,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,4,15시~16시,130,31,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,4,15시~16시,217,24,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,4,15시~16시,1205,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,4,15시~16시,914,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,4,15시~16시,266,23,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,4,15시~16시,394,14,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,4,15시~16시,312,18,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,4,15시~16시,186,26,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,4,15시~16시,792,9,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,4,15시~16시,165,29,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,4,15시~16시,57,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,4,15시~16시,321,16,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,4,15시~16시,91,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,4,15시~16시,278,20,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,4,15시~16시,1446,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,4,15시~16시,2701,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,4,15시~16시,451,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,4,15시~16시,1875,3,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,4,15시~16시,280,19,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,4,15시~16시,406,13,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,4,15시~16시,707,10,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,4,15시~16시,169,28,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,4,15시~16시,73,33,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,4,15시~16시,271,22,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,4,15시~16시,407,12,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,4,15시~16시,273,21,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,4,15시~16시,30,36,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,4,16시~17시,227,24,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,4,16시~17시,346,17,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,4,16시~17시,219,26,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
