연도,월,시간,이용객수,순위,노선,노선아이디,기점,종점,배차간격(토요일)(분),배차간격(일요일)(분),첫차시간,막차시간
2023,7,06시~07시,367,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,06시~07시,876,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,06시~07시,68,27,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,06시~07시,142,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,06시~07시,466,5,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,06시~07시,460,6,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,06시~07시,110,21,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,06시~07시,167,14,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,06시~07시,150,15,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,06시~07시,70,26,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,06시~07시,172,13,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,06시~07시,111,20,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,06시~07시,48,31,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,06시~07시,99,22,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,06시~07시,50,30,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,06시~07시,200,11,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,06시~07시,501,4,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,06시~07시,1040,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,06시~07시,206,10,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,06시~07시,407,7,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,06시~07시,117,19,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,06시~07시,177,12,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,06시~07시,253,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,06시~07시,31,34,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,06시~07시,42,32,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,06시~07시,57,28,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,06시~07시,126,18,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,06시~07시,34,33,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,06시~07시,10,36,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,07시~08시,91,28,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,07시~08시,203,17,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,07시~08시,102,27,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,07시~08시,737,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,07시~08시,87,29,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,07시~08시,119,23,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,07시~08시,464,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,07시~08시,1062,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,07시~08시,87,30,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,07시~08시,297,12,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,07시~08시,513,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,07시~08시,477,7,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,07시~08시,136,21,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,07시~08시,222,15,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,07시~08시,148,18,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,07시~08시,133,22,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,07시~08시,243,13,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,07시~08시,103,26,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,07시~08시,35,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,07시~08시,110,24,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,07시~08시,67,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,07시~08시,243,14,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,07시~08시,735,4,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,07시~08시,1402,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,07시~08시,315,10,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,07시~08시,598,5,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,07시~08시,206,16,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,07시~08시,303,11,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,07시~08시,404,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,07시~08시,36,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,07시~08시,82,31,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,07시~08시,145,19,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,07시~08시,140,20,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,07시~08시,104,25,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,07시~08시,10,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,08시~09시,201,24,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,08시~09시,259,18,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,08시~09시,102,31,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,08시~09시,1250,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,08시~09시,132,28,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,08시~09시,271,16,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,08시~09시,669,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,08시~09시,1638,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,08시~09시,103,30,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,08시~09시,574,10,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,08시~09시,948,5,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,08시~09시,705,7,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,08시~09시,170,27,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,08시~09시,506,11,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,08시~09시,235,21,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,08시~09시,259,19,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,08시~09시,344,14,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,08시~09시,242,20,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,08시~09시,52,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,08시~09시,186,26,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,08시~09시,90,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,08시~09시,353,13,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,08시~09시,1121,4,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,08시~09시,2241,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,08시~09시,267,17,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,08시~09시,931,6,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,08시~09시,320,15,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,08시~09시,488,12,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,08시~09시,683,8,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,08시~09시,88,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,08시~09시,118,29,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,08시~09시,211,23,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,08시~09시,197,25,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,08시~09시,214,22,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,08시~09시,33,36,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,09시~10시,197,26,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,09시~10시,284,19,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,09시~10시,197,27,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,09시~10시,1501,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,09시~10시,131,32,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,09시~10시,315,18,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,09시~10시,929,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,09시~10시,1843,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,09시~10시,150,31,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,09시~10시,529,10,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,09시~10시,1044,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,09시~10시,784,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,09시~10시,202,25,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,09시~10시,389,15,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,09시~10시,450,12,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,09시~10시,274,21,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,09시~10시,332,17,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,09시~10시,248,23,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,09시~10시,65,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,09시~10시,194,28,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,09시~10시,193,29,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,09시~10시,409,14,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,09시~10시,1217,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,09시~10시,2392,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,09시~10시,416,13,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,09시~10시,1226,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,09시~10시,354,16,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,09시~10시,507,11,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,09시~10시,698,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,09시~10시,110,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,09시~10시,151,30,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,09시~10시,269,22,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,09시~10시,284,20,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,09시~10시,220,24,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,09시~10시,40,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,10시~11시,197,26,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,10시~11시,298,18,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,10시~11시,269,21,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,10시~11시,1414,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,10시~11시,135,29,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,10시~11시,311,17,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,10시~11시,839,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,10시~11시,1814,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,10시~11시,127,30,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,10시~11시,419,11,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,10시~11시,1070,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,10시~11시,873,7,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,10시~11시,176,27,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,10시~11시,348,15,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,10시~11시,290,19,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,10시~11시,241,22,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,10시~11시,330,16,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,10시~11시,204,25,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,10시~11시,58,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,10시~11시,232,24,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,10시~11시,101,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,10시~11시,380,13,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,10시~11시,1163,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,10시~11시,2328,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,10시~11시,405,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,10시~11시,1189,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,10시~11시,357,14,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,10시~11시,443,10,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,10시~11시,584,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,10시~11시,93,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,10시~11시,113,31,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,10시~11시,241,23,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,10시~11시,279,20,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,10시~11시,173,28,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,10시~11시,22,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,11시~12시,171,29,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,11시~12시,306,20,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,11시~12시,185,28,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,11시~12시,1429,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,11시~12시,152,30,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,11시~12시,347,16,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,11시~12시,886,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,11시~12시,2052,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,11시~12시,210,24,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,11시~12시,482,12,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,11시~12시,1125,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,11시~12시,854,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,11시~12시,196,27,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,11시~12시,429,15,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,11시~12시,342,17,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,11시~12시,230,22,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,11시~12시,462,14,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,11시~12시,229,23,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,11시~12시,91,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,11시~12시,197,26,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,11시~12시,118,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,11시~12시,487,11,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,11시~12시,1279,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,11시~12시,2393,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,11시~12시,475,13,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,11시~12시,1304,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,11시~12시,331,18,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,11시~12시,548,10,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,11시~12시,623,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,11시~12시,131,31,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,11시~12시,112,33,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,11시~12시,317,19,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,11시~12시,238,21,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,11시~12시,209,25,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,11시~12시,40,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,12시~13시,170,28,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,12시~13시,319,20,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,12시~13시,257,23,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,12시~13시,1844,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,12시~13시,155,29,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,12시~13시,327,18,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,12시~13시,1031,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,12시~13시,2067,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,12시~13시,155,30,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,12시~13시,471,12,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,12시~13시,1239,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,12시~13시,779,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,12시~13시,240,25,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,12시~13시,468,13,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,12시~13시,377,16,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,12시~13시,199,27,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,12시~13시,468,14,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,12시~13시,208,26,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,12시~13시,52,34,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,12시~13시,295,22,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,12시~13시,135,33,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,12시~13시,513,11,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,12시~13시,1453,4,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,12시~13시,2571,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,12시~13시,425,15,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,12시~13시,1415,5,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,12시~13시,324,19,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,12시~13시,530,10,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,12시~13시,724,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,12시~13시,152,31,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,12시~13시,145,32,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,12시~13시,358,17,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,12시~13시,243,24,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,12시~13시,310,21,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,12시~13시,30,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,13시~14시,210,28,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,13시~14시,306,19,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,13시~14시,248,24,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,13시~14시,1689,3,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,13시~14시,177,30,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,13시~14시,336,17,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,13시~14시,1012,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,13시~14시,2074,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,13시~14시,217,27,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,13시~14시,445,13,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,13시~14시,1270,6,33,204000020,사기막골,율동공원,32,32,0420,2200
2023,7,13시~14시,938,8,330,204000039,산성동,운중초등학교,25,25,0430,2200
2023,7,13시~14시,273,22,331,204000084,성남동대형주차장,고속철도수서역,35,35,0500,2200
2023,7,13시~14시,399,15,340,204000040,판교대장로동측,영원무역,40,40,0440,2200
2023,7,13시~14시,349,16,341,204000067,운중동먹거리촌,청계산입구역,30,30,0450,2200
2023,7,13시~14시,197,29,342,204000159,영원무역,청계산옛골,45,45,0500,2200
2023,7,13시~14시,453,12,350,204000044,상대원차고지,한국학중앙연구원,12,12,0500,2230
2023,7,13시~14시,241,25,357,204000007,상대원차고지,삼부아파트,28,28,0500,2230
2023,7,13시~14시,118,33,370,204000131,고등마을아파트,백현동종점,60,60,0500,2200
2023,7,13시~14시,283,21,380,204000079,동분당더퍼스트정문,판교대장초·중학교,45,45,0450,2200
2023,7,13시~14시,123,32,382,204000076,성남동대형주차장,(임시)금토동삼거리,65,65,0500,2200
2023,7,13시~14시,481,10,390,204000051,사송동.종점,동백역.용인세브란스병원,40,40,0520,2300
2023,7,13시~14시,1310,5,50,204000012,선경아파트,복정역환승센터1번승강장,22,22,0500,2230
2023,7,13시~14시,2607,1,51,204000021,사기막골,서울대병원,23,23,0420,2200
2023,7,13시~14시,472,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,37,37,0430,2200
2023,7,13시~14시,1641,4,57,204000005,선경아파트,세곡동사거리,10,10,0500,2230
2023,7,13시~14시,311,18,6,204000004,상대원차고지,남한산성입구.양지파출소,13,13,0530,2240
2023,7,13시~14시,418,14,60,204000013,차고지대기(경유),복정역환승센터1번승강장,37,37,0500,2200
2023,7,13시~14시,624,9,720-1A,204000151,오리역,남한산성입구.양지파출소,20,20,0500,2300
2023,7,13시~14시,145,31,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,35,35,0600,2300
2023,7,13시~14시,94,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,40,40,0600,2300
2023,7,13시~14시,296,20,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,33,33,0530,2230
2023,7,13시~14시,231,26,누리2,204000146,사송동종점,국군수도병원,32,32,0630,2215
2023,7,13시~14시,268,23,누리3,204000147,뫼루니육교,럭키타운,33,33,0500,2200
2023,7,13시~14시,40,35,누리4,204000155,사송동.종점,동원동,55,55,0500,2200
2023,7,14시~15시,232,25,101,228000179,오리역,수서역5번출구,45,45,0500,2210
2023,7,14시~15시,236,23,103,204000060,도촌동9단지앞,사당역(중),40,40,0500,2150
2023,7,14시~15시,207,26,200,204000029,도촌동행정복지센터,거여역5번출구,65,65,0500,2200
2023,7,14시~15시,1558,4,220,204000022,영원무역,한국학중앙연구원,27,27,0430,2220
2023,7,14시~15시,190,28,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,37,37,0450,2220
2023,7,14시~15시,384,17,240,204000032,도촌동행정복지센터,남한산성입구,11,11,0500,2300
2023,7,14시~15시,1059,7,250,204000048,도촌동행정복지센터,궁내동.궁안마을,25,25,0455,2230
2023,7,14시~15시,2039,2,300,206000003,오리역,은대미,30,30,0450,2330
2023,7,14시~15시,203,27,310,204000163,오리역,(임시)금토동삼거리,25,25,0500,2230
2023,7,14시~15시,413,13,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,35,35,0500,2200
2023,7,14시~15시,1165,6,33,204000020,사기막골,율동공원,32,32,0420,2200
