시/군/구,연도,월,노선,시종점,일시,시간,이용객수
성남시,2023,1,33-1,산성동-청구아파트,평일,10시~11시,496
성남시,2023,1,33-1,산성동-청구아파트,평일,11시~12시,390
성남시,2023,1,33-1,산성동-청구아파트,평일,12시~13시,593
성남시,2023,1,33-1,산성동-청구아파트,평일,13시~14시,686
성남시,2023,1,33-1,산성동-청구아파트,평일,14시~15시,649
성남시,2023,1,33-1,산성동-청구아파트,평일,15시~16시,873
성남시,2023,1,33-1,산성동-청구아파트,평일,16시~17시,967
성남시,2023,1,33-1,산성동-청구아파트,평일,17시~18시,1124
성남시,2023,1,33-1,산성동-청구아파트,평일,18시~19시,1910
성남시,2023,1,33-1,산성동-청구아파트,평일,19시~20시,1252
성남시,2023,1,33-1,산성동-청구아파트,평일,20시~21시,799
성남시,2023,1,33-1,산성동-청구아파트,평일,21시~22시,691
성남시,2023,1,33-1,산성동-청구아파트,평일,22시~23시,484
성남시,2023,1,33-1,산성동-청구아파트,평일,23시~24시,158
성남시,2023,1,330,산성동-운중초등학교,평일,04시~05시,294
성남시,2023,1,330,산성동-운중초등학교,평일,05시~06시,778
성남시,2023,1,330,산성동-운중초등학교,평일,06시~07시,753
성남시,2023,1,330,산성동-운중초등학교,평일,07시~08시,1255
성남시,2023,1,330,산성동-운중초등학교,평일,08시~09시,1831
성남시,2023,1,330,산성동-운중초등학교,평일,09시~10시,1333
성남시,2023,1,330,산성동-운중초등학교,평일,10시~11시,748
성남시,2023,1,330,산성동-운중초등학교,평일,11시~12시,704
성남시,2023,1,330,산성동-운중초등학교,평일,12시~13시,628
성남시,2023,1,330,산성동-운중초등학교,평일,13시~14시,805
성남시,2023,1,330,산성동-운중초등학교,평일,14시~15시,968
성남시,2023,1,330,산성동-운중초등학교,평일,15시~16시,1217
성남시,2023,1,330,산성동-운중초등학교,평일,16시~17시,1326
성남시,2023,1,330,산성동-운중초등학교,평일,17시~18시,1455
성남시,2023,1,330,산성동-운중초등학교,평일,18시~19시,1819
성남시,2023,1,330,산성동-운중초등학교,평일,19시~20시,1302
성남시,2023,1,330,산성동-운중초등학교,평일,20시~21시,982
성남시,2023,1,330,산성동-운중초등학교,평일,21시~22시,739
성남시,2023,1,330,산성동-운중초등학교,평일,22시~23시,574
성남시,2023,1,330,산성동-운중초등학교,평일,23시~24시,108
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,05시~06시,70
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,06시~07시,170
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,07시~08시,408
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,08시~09시,422
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,09시~10시,203
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,10시~11시,141
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,11시~12시,174
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,12시~13시,212
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,13시~14시,242
성남시,2023,1,331,성남동대형주차장-고속철도수서역,평일,14시~15시,177
