노선번호,기점,종점,노선아이디,노선유형,노선유형명,지역명,정류소아이디,정류소순번,정류소명,정류소번호,지역명,x좌표,y좌표
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000570,13,석운동종점,07524,성남,127.0503833,37.36665
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000571,14,석운동종점,07528,성남,127.0505333,37.3663167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000576,15,두영전자,07525,성남,127.0505667,37.3680333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000742,16,기숙사,07641,성남,127.0497833,37.3701833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000740,17,석운전원마을,07066,성남,127.0451667,37.3734333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000574,18,노인요양원,07526,성남,127.04535,37.3757667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000137,19,다시쓰는세상순환자원홍보관,07801,성남,127.0461833,37.3774167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000490,20,석운동,07456,성남,127.0470333,37.3803833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000558,21,운중초등학교,07507,성남,127.0665667,37.39135
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000007,22,운중중학교,07009,성남,127.07305,37.3916
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000006,23,운중동행정복지센터,07011,성남,127.0776667,37.3915
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000005,24,뫼루니육교,07013,성남,127.0828833,37.3910167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000004,25,판교원마을1.2단지.판교도서관,07015,성남,127.0879333,37.3898167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000555,26,판교청소년수련관.판교종합사회복지관,07502,성남,127.0919333,37.3889833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000003,27,한림아파트,07016,성남,127.0961333,37.3882167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000002,28,너더리육교,07018,성남,127.0996,37.3881
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000534,29,지역난방공사,07491,성남,127.10475,37.3934333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000538,30,화랑공원남편,07494,성남,127.1067333,37.3953333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000679,31,판교역북편,07073,성남,127.1113833,37.3961167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000637,32,판교역동편,07570,성남,127.1127,37.3953833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000536,33,백현마을4단지,07493,성남,127.1156833,37.3916667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000537,34,성남역.백현마을3단지,07420,성남,127.11815,37.3917833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000239,35,이매촌한신.서현역.AK프라자,07168,성남,127.1242333,37.3883167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000028,36,송림고등학교.이매촌청구아파트.동신아파트,07301,성남,127.1284667,37.3919833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000027,37,돌마고교,07199,성남,127.1285833,37.39335
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000688,38,이매역3번출구,07614,성남,127.12885,37.3941667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000690,39,송림중고.돌마고교,07607,성남,127.1317,37.3925667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000692,40,포스파크.띠아모,07602,성남,127.1329167,37.3915667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000694,41,갈보리교회,07603,성남,127.134,37.3911333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000698,42,조이빌리지,07604,성남,127.1361,37.3903167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000702,43,럭키타운,07609,성남,127.1389833,37.3898
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000701,44,럭키타운,07615,성남,127.139,37.3899333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000697,45,조이빌리지,07611,성남,127.1361667,37.3904333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000693,46,갈보리교회,07612,성남,127.13405,37.3912167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000691,47,포스파크.띠아모,07606,성남,127.13305,37.3916667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000689,48,송림중고.돌마고교,07613,성남,127.1317833,37.3927167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000687,49,이매역3번출구,07601,성남,127.1290667,37.3942
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000053,50,송림고교.이매촌성지아파트.청구아파트,07196,성남,127.1280167,37.3930333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000026,51,서현역.AK플라자,07169,성남,127.1242333,37.3842667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000601,52,분당구청.서현역,07546,성남,127.1206833,37.3834
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000080,53,서현역.분당우체국,07147,성남,127.1228,37.3860167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000316,54,이매촌한신.서현역.AK프라자,07170,성남,127.1246333,37.3884833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000530,55,성남역.백현마을2단지,07487,성남,127.1182333,37.3921167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000531,56,백현마을1단지,07488,성남,127.1145,37.3919667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000635,57,판교역동편,07576,성남,127.1131833,37.3947833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000680,58,판교역북편,07075,성남,127.1111667,37.3963
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000544,59,화랑공원남편,07500,성남,127.1063167,37.3954833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000018,60,너더리육교,07020,성남,127.0996,37.3883833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000017,61,한림아파트,07017,성남,127.0960833,37.3885
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000554,62,판교청소년수련관.판교종합사회복지관,07501,성남,127.0916833,37.38935
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000016,63,판교원마을1.2단지.판교도서관,07014,성남,127.0890667,37.3899
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000556,64,뫼루니육교,07515,성남,127.0830333,37.3913
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000660,65,운중동행정복지센터사거리,07021,성남,127.0773833,37.3917833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000014,66,운중고등학교,07010,성남,127.0730167,37.3918167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000557,67,운중초등학교,07506,성남,127.0667833,37.3916
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000480,68,석운동,07452,성남,127.0469667,37.3805167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000568,69,노인요양원,07523,성남,127.0451667,37.37545
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000741,70,석운전원마을,07477,성남,127.0450667,37.3734167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000743,71,기숙사,07591,성남,127.0497,37.37015
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000575,72,두영전자,07527,성남,127.0503833,37.3676833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000570,73,석운동종점,07524,성남,127.0503833,37.36665
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000571,74,석운동종점,07528,성남,127.0505333,37.3663167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000576,75,두영전자,07525,성남,127.0505667,37.3680333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000742,76,기숙사,07641,성남,127.0497833,37.3701833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000740,77,석운전원마을,07066,성남,127.0451667,37.3734333
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000574,78,노인요양원,07526,성남,127.04535,37.3757667
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000137,79,다시쓰는세상순환자원홍보관,07801,성남,127.0461833,37.3774167
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000490,80,석운동,07456,성남,127.0470333,37.3803833
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000558,81,운중초등학교,07507,성남,127.0665667,37.39135
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000007,82,운중중학교,07009,성남,127.07305,37.3916
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000006,83,운중동행정복지센터,07011,성남,127.0776667,37.3915
누리3,뫼루니육교,럭키타운,204000147,13,일반형시내버스,성남,206000005,84,뫼루니육교,07013,성남,127.0828833,37.3910167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000215,1,사송동.종점,05210,성남,127.11515,37.4151
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000277,2,사송동.수자원공사(마을),05250,성남,127.11315,37.4138667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000230,3,사송동자동차검사소,05214,성남,127.1141667,37.4111833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000213,4,판교신미주아파트,05206,성남,127.1152667,37.4075167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000211,5,판교고교.송현초교,05208,성남,127.1152833,37.4056167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000204,6,송현초등학교.판교봇들마을4단지,05184,성남,127.1177667,37.4048833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000309,7,아름마을건영아파트,07146,성남,127.1212667,37.4053333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000308,8,아름마을,07162,성남,127.1234167,37.40455
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000307,9,매송초교.아름마을,07161,성남,127.1234833,37.4018167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000439,10,아름마을.방아다리사거리,07400,성남,127.12345,37.3999167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000306,11,매송중학교.풍림아파트,07160,성남,127.1234167,37.3976333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000305,12,성남역.이매고교.아름마을.효성선경아파트,07159,성남,127.1234333,37.3954667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000762,13,이매촌안말초교.성지아파트,07179,성남,127.12525,37.3940167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000240,14,이매촌금강아파트.코오롱아파트.동부아파트,07158,성남,127.1234167,37.3913333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000530,15,성남역.백현마을2단지,07487,성남,127.1182333,37.3921167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000531,16,백현마을1단지,07488,성남,127.1145,37.3919667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000635,17,판교역동편,07576,성남,127.1131833,37.3947833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000680,18,판교역북편,07075,성남,127.1111667,37.3963
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000577,19,화랑공원동편,07552,성남,127.1072,37.3969333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000539,20,금토천교,07495,성남,127.1060333,37.4013
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000566,21,이노밸리.포스코DX,07512,성남,127.1030667,37.4033667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000549,22,성내미육교.판교박물관,07504,성남,127.0959167,37.4006667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000550,23,판교원마을11단지.낙원중,07551,성남,127.0957833,37.3985333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000604,24,불꽃교회,07547,성남,127.09755,37.397
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000606,25,낙생초등학교,07419,성남,127.0981167,37.3936
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000608,26,판교동행정복지센터,07416,성남,127.0975,37.3891
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000002,27,너더리육교,07018,성남,127.0996,37.3881
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000602,28,낙생고등학교,07417,성남,127.10185,37.3870667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000001,29,백현교차로,07475,성남,127.1021,37.3826333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000013,30,더블트리바이힐튼호텔.한국잡월드,07042,성남,127.1063333,37.3798833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000706,31,한국잡월드,07623,성남,127.1081167,37.3789
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000059,32,현대중공업R&D센터,07044,성남,127.1060333,37.3765167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000901,33,늘푸른고등학교,07779,성남,127.1053,37.3723167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000760,34,파크뷰아파트.청소년수련관,07449,성남,127.1070167,37.3722833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000256,35,정자청소년수련관.분당클리닉,07050,성남,127.1078333,37.3706667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000189,36,정자역,07049,성남,127.1078833,37.36585
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000140,37,아데나펠리스,07053,성남,127.1078667,37.3622
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000097,38,상록마을(임광.보성).미켈란쉐르빌,07329,성남,127.1079333,37.3589167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000096,39,분당경영고.청솔중,07330,성남,127.1084167,37.35575
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000095,40,미금역.청솔마을.2001아울렛,07331,성남,127.1086,37.3507167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000222,41,미금역.2001아울렛,07045,성남,127.1068167,37.3501833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000717,42,동원동경로당,07813,성남,127.1001167,37.3464333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000716,43,동원동입구,07812,성남,127.1006833,37.3449167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000229,44,동원동,07033,성남,127.10195,37.3459333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000228,45,미금역.2001아울렛,07043,성남,127.1068333,37.3499333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000087,46,미금역.청솔마을.2001아울렛,07333,성남,127.1091833,37.3510667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000086,47,청솔주공6단지,07334,성남,127.1091,37.3543
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000085,48,상록마을,07304,성남,127.10855,37.3578667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000199,49,아데나펠리스,07308,성남,127.10835,37.3611167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000198,50,정자역,07051,성남,127.1083333,37.3659667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000197,51,두산위브제니스,07052,성남,127.1083167,37.3695333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000902,52,파크뷰아파트.청소년수련관,07780,성남,127.1071,37.3725167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,277104649,53,백현지하차도(경유),,성남,127.1045667,37.3745833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000705,54,한국잡월드,07622,성남,127.1083833,37.3791167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000019,55,백현교차로,07038,성남,127.1025833,37.3823333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000018,56,너더리육교,07020,성남,127.0996,37.3883833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000609,57,판교동행정복지센터,07412,성남,127.0977,37.3892167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000607,58,낙생초등학교.판교원마을10단지,07471,성남,127.0984167,37.3931
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000605,59,불꽃교회,07548,성남,127.0979167,37.3967333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000603,60,판교원마을11단지.낙원중,07549,성남,127.0956667,37.3989167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000551,61,성내미육교.판교박물관,07505,성남,127.0956333,37.4001333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000567,62,SK플래닛.판교디지털센터,07513,성남,127.10315,37.4030167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000543,63,금토천교,07499,성남,127.10555,37.4012
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000679,64,판교역북편,07073,성남,127.1113833,37.3961167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000637,65,판교역동편,07570,성남,127.1127,37.3953833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000536,66,백현마을4단지,07493,성남,127.1156833,37.3916667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000200,67,성남역,07082,성남,127.1216333,37.3946
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000314,68,성남역.이매고교.아름마을.효성선경아파트,07303,성남,127.1236333,37.39535
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000313,69,매송중학교.풍림아파트,07164,성남,127.1236667,37.3976167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000440,70,아름마을.방아다리사거리,07399,성남,127.12365,37.3999333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000312,71,매송초교.아름마을,07166,성남,127.12375,37.4019333
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000311,72,아름마을,07165,성남,127.1237,37.4045667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,206000310,73,탑마을대우아파트,07145,성남,127.1223667,37.4055833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000203,74,송현초등학교.판교이지더원2단지,05183,성남,127.1177833,37.4051833
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000212,75,판교고교.송현초교,05209,성남,127.11575,37.4050167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000214,76,이지더원,05207,성남,127.1156167,37.4069667
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000231,77,사송동자동차검사소,05215,성남,127.1144333,37.4113167
누리4,사송동.종점,동원동,204000155,13,일반형시내버스,성남,204000216,78,사송동.종점,05211,성남,127.1151,37.4150167
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233003122,1,동탄2차고지,55518,화성,127.10165,37.1554
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,277104372,2,기점진입전(경유),,화성,127.1032667,37.1578333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233003132,3,호수자이파밀리에.아이원,55528,화성,127.1051,37.1607667
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233003127,4,금호어울림.계룡리슈빌,55523,화성,127.1068833,37.1639
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233003128,5,동탄호수공원.부영4차,55524,화성,127.10695,37.1668
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233003093,6,호수부영3차.우미린2차,55420,화성,127.1069333,37.1716333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233000162,7,나래학교.더샵레이크,36493,화성,127.1057,37.1759
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233000161,8,반도3차.금강1차,36487,화성,127.1026667,37.1823667
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233000995,9,의료시설부지,36477,화성,127.10015,37.1876
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233000999,10,리베라CC.헤리엇,36501,화성,127.0990167,37.1907333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002438,11,한화꿈에그린,55310,화성,127.1004667,37.19445
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002419,12,한화.호반.대원,55296,화성,127.1048667,37.1967333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002420,13,롯데캐슬.호반베르디움,55297,화성,127.11105,37.1968833
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233001167,14,센트럴푸르지오.반도유보라,37484,화성,127.1147,37.1981333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233000129,15,신안2차.반도4차,36460,화성,127.11605,37.1999833
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233000980,16,모아.반도1차아파트,36459,화성,127.11455,37.20205
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002516,17,지산마을,55070,화성,127.1122333,37.2052167
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002429,18,이주택지.상록.경남아파트,55305,화성,127.1108667,37.2071
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002430,19,퍼스트파크.이지더원,55306,화성,127.1085,37.209
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002431,20,동탄2파출소.농협,55307,화성,127.1043833,37.2095
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002432,21,동원1차.센트럴상록,55308,화성,127.0996667,37.2095167
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233002269,22,동탄첨단산업지구,55614,화성,127.0929167,37.2109833
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,화성,233000144,23,영천1동,36455,화성,127.0945167,37.2151833
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001113,24,고매사거리.고매농협,29119,용인,127.0985667,37.2225
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001111,25,강동냉장,29141,용인,127.1023667,37.22805
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228002279,26,공세성원상떼레이크뷰,56586,용인,127.1022167,37.2359667
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001860,27,한일마을,47787,용인,127.1033167,37.2423167
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001106,28,삼성아파트.현대모닝싸이드아파트,29169,용인,127.1053,37.2521667
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001773,29,민속촌입구,47751,용인,127.1051,37.2546667
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001105,30,통미마을.보라1동,29158,용인,127.10455,37.2575667
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228002103,31,금화마을입구,47991,용인,127.1043833,37.2617167
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001104,32,보라초등학교,29171,용인,127.1053833,37.264
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001103,33,경기도박물관입구,29172,용인,127.1056667,37.2694333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001102,34,신갈초등학교.신갈오거리,29182,용인,127.10575,37.2738
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001101,35,원대마을.한신아파트,29179,용인,127.1057833,37.27615
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001100,36,기흥중학교.삼익아파트,29183,용인,127.10595,37.2788333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001099,37,갈현마을.현대홈타운,29187,용인,127.10595,37.2814
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001098,38,양현마을.풍림아파트,29178,용인,127.1060167,37.2845833
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001097,39,인성마을.현대아파트,29197,용인,127.10735,37.2868
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001096,40,용인운전면허시험장,29221,용인,127.1092,37.2892
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001095,41,구성사거리.여성능력개발센터,29235,용인,127.1101667,37.2947333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001094,42,마북3통마을회관,29201,용인,127.1081833,37.2985333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001093,43,연원마을LG.벽산아파트.구성역,29195,용인,127.1069333,37.3003167
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001092,44,금호아파트.성원아파트,29186,용인,127.106,37.3036333
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001091,45,트레이더스.삼성명가.성원A,29863,용인,127.10605,37.3052833
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001090,46,신촌마을2단지.포스홈타운,29212,용인,127.10865,37.3109833
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001089,47,보정역.보정고등학교.동아솔레시티,29209,용인,127.1085667,37.3143667
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001088,48,삼성휴먼센터,29213,용인,127.1086333,37.3169
116-3,동탄2차고지,미금역.청솔마을.2001아울렛,233000133,13,일반형시내버스,용인,228001087,49,죽현마을.단국대학교입구,29215,용인,127.10875,37.31965
