연도,월,노선,노선아이디,기점,종점,일시,시간,이용객수,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,09시~10시,1120,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,10시~11시,482,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,11시~12시,280,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,12시~13시,308,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,13시~14시,368,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,14시~15시,333,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,15시~16시,438,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,16시~17시,722,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,17시~18시,787,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,18시~19시,876,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,19시~20시,707,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,20시~21시,445,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,21시~22시,390,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,22시~23시,307,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,평일,23시~24시,43,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,00시~01시,15,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,04시~05시,5,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,05시~06시,122,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,06시~07시,263,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,07시~08시,849,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,08시~09시,1313,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,09시~10시,637,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,10시~11시,411,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,11시~12시,274,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,12시~13시,376,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,13시~14시,396,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,14시~15시,283,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,15시~16시,651,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,16시~17시,645,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,17시~18시,756,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,18시~19시,1035,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,19시~20시,710,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,20시~21시,475,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,21시~22시,465,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,22시~23시,305,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,평일,23시~24시,116,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,00시~01시,5,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,04시~05시,39,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,05시~06시,279,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,06시~07시,545,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,07시~08시,1117,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,08시~09시,1709,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,09시~10시,854,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,10시~11시,557,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,11시~12시,444,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,12시~13시,432,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,13시~14시,432,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,14시~15시,444,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,15시~16시,680,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,16시~17시,1013,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,17시~18시,1079,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,18시~19시,1058,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,19시~20시,846,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,20시~21시,527,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,21시~22시,378,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,22시~23시,286,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,평일,23시~24시,138,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,06시~07시,77,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,07시~08시,243,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,08시~09시,397,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,09시~10시,217,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,10시~11시,107,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,11시~12시,111,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,12시~13시,138,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,13시~14시,132,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,14시~15시,88,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,15시~16시,156,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,16시~17시,270,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,17시~18시,248,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,18시~19시,397,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,19시~20시,229,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,20시~21시,145,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,21시~22시,156,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,22시~23시,99,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,평일,23시~24시,76,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,06시~07시,73,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,07시~08시,367,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,08시~09시,620,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,09시~10시,186,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,10시~11시,100,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,11시~12시,49,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,12시~13시,86,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,13시~14시,98,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,14시~15시,83,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,15시~16시,180,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,16시~17시,255,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,17시~18시,222,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,18시~19시,228,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,19시~20시,216,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,20시~21시,88,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,21시~22시,82,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,22시~23시,62,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,평일,23시~24시,20,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,00시~01시,8,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,05시~06시,17,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,06시~07시,102,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,07시~08시,401,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,08시~09시,620,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,09시~10시,277,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,10시~11시,205,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,11시~12시,167,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,12시~13시,162,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,13시~14시,149,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,14시~15시,135,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,15시~16시,271,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,16시~17시,285,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,17시~18시,295,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,18시~19시,410,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,19시~20시,332,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,20시~21시,204,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,21시~22시,269,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,22시~23시,217,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,평일,23시~24시,119,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,00시~01시,2,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,05시~06시,84,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,06시~07시,210,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,07시~08시,508,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,08시~09시,800,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,09시~10시,627,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,10시~11시,308,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,11시~12시,177,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,12시~13시,174,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,13시~14시,225,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,14시~15시,192,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,15시~16시,285,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,16시~17시,330,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,17시~18시,557,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,18시~19시,658,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,19시~20시,547,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,20시~21시,372,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,21시~22시,354,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,22시~23시,220,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,평일,23시~24시,61,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,05시~06시,51,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,06시~07시,93,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,07시~08시,406,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,08시~09시,541,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,09시~10시,323,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,10시~11시,135,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,11시~12시,122,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,12시~13시,164,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,13시~14시,101,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,14시~15시,157,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,15시~16시,151,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,16시~17시,314,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,17시~18시,383,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,18시~19시,355,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,19시~20시,320,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,20시~21시,212,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,21시~22시,185,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,22시~23시,158,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,평일,23시~24시,39,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,05시~06시,6,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,06시~07시,36,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,07시~08시,78,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,08시~09시,191,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,09시~10시,72,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,10시~11시,30,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,11시~12시,28,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,12시~13시,34,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,13시~14시,33,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,14시~15시,36,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,15시~16시,48,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,16시~17시,169,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,17시~18시,155,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,18시~19시,119,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,19시~20시,152,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,20시~21시,82,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,21시~22시,90,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,22시~23시,51,,,
2023,4,누리4,204000155,사송동.종점,동원동,평일,23시~24시,12,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,05시~06시,31,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,06시~07시,65,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,07시~08시,6,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,08시~09시,72,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,09시~10시,36,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,10시~11시,2,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,11시~12시,18,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,12시~13시,4,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,13시~14시,4,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,14시~15시,11,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,15시~16시,11,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,16시~17시,6,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,17시~18시,31,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,평일,18시~19시,19,,,
2023,5,100출,204000083,산성역.포레스티아동문,남위례역.창곡교차로,평일,03시~04시,54,,,
2023,5,100출,204000083,산성역.포레스티아동문,남위례역.창곡교차로,평일,04시~05시,8,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,00시~01시,50,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,05시~06시,56,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,06시~07시,132,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,07시~08시,535,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,08시~09시,615,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,09시~10시,339,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,10시~11시,155,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,11시~12시,139,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,12시~13시,159,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,13시~14시,150,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,14시~15시,172,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,15시~16시,257,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,16시~17시,270,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,17시~18시,405,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,18시~19시,482,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,19시~20시,457,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,20시~21시,340,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,21시~22시,271,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,22시~23시,225,,,
2023,5,101,228000179,오리역,수서역5번출구,평일,23시~24시,87,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,00시~01시,193,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,05시~06시,93,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,06시~07시,267,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,07시~08시,892,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,08시~09시,1172,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,09시~10시,580,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,10시~11시,281,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,11시~12시,228,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,12시~13시,183,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,13시~14시,242,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,14시~15시,220,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,15시~16시,418,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,16시~17시,520,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,17시~18시,609,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,18시~19시,757,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,19시~20시,607,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,20시~21시,393,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,21시~22시,387,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,22시~23시,272,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),평일,23시~24시,176,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,04시~05시,20,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,05시~06시,74,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,06시~07시,143,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,07시~08시,277,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,08시~09시,553,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,09시~10시,255,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,10시~11시,191,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,11시~12시,174,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,12시~13시,220,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,13시~14시,256,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,14시~15시,226,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,15시~16시,359,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,16시~17시,290,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,17시~18시,333,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,18시~19시,374,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,19시~20시,252,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,20시~21시,163,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,21시~22시,152,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,22시~23시,177,,,
2023,5,200,204000029,도촌동행정복지센터,거여역5번출구,평일,23시~24시,38,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,00시~01시,123,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,04시~05시,88,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,05시~06시,671,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,06시~07시,1048,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,07시~08시,2582,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,08시~09시,3699,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,09시~10시,2262,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,10시~11시,1609,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,11시~12시,1446,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,12시~13시,1500,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,13시~14시,1521,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,14시~15시,1625,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,15시~16시,2130,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,16시~17시,2453,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,17시~18시,3151,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,18시~19시,3484,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,19시~20시,2351,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,20시~21시,1732,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,21시~22시,1665,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,22시~23시,1443,,,
2023,5,220,204000022,영원무역,한국학중앙연구원,평일,23시~24시,597,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,00시~01시,1,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,04시~05시,1,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,05시~06시,54,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,06시~07시,203,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,07시~08시,769,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,08시~09시,744,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,09시~10시,399,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,10시~11시,248,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,11시~12시,165,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,12시~13시,190,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,13시~14시,253,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,14시~15시,213,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,15시~16시,291,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,16시~17시,425,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,17시~18시,556,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,18시~19시,619,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,19시~20시,576,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,20시~21시,274,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,21시~22시,306,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,22시~23시,188,,,
2023,5,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,평일,23시~24시,70,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,00시~01시,8,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,05시~06시,107,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,06시~07시,202,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,07시~08시,415,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,08시~09시,663,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,09시~10시,346,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,10시~11시,273,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,11시~12시,295,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,12시~13시,367,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,13시~14시,277,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,14시~15시,266,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,15시~16시,362,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,16시~17시,407,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,17시~18시,680,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,18시~19시,632,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,19시~20시,448,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,20시~21시,280,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,21시~22시,245,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,22시~23시,181,,,
2023,5,240,204000032,도촌동행정복지센터,남한산성입구,평일,23시~24시,116,,,
2023,5,250,204000048,도촌동행정복지센터,궁내동.궁안마을,평일,04시~05시,10,,,
2023,5,250,204000048,도촌동행정복지센터,궁내동.궁안마을,평일,05시~06시,505,,,
2023,5,250,204000048,도촌동행정복지센터,궁내동.궁안마을,평일,06시~07시,792,,,
2023,5,250,204000048,도촌동행정복지센터,궁내동.궁안마을,평일,07시~08시,1344,,,
2023,5,250,204000048,도촌동행정복지센터,궁내동.궁안마을,평일,08시~09시,2047,,,
2023,5,250,204000048,도촌동행정복지센터,궁내동.궁안마을,평일,09시~10시,1251,,,
