연도,월,노선,노선아이디,기점,종점,일시,시간,이용객수,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,06시~07시,529,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,07시~08시,674,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,08시~09시,988,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,09시~10시,1341,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,10시~11시,1215,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,11시~12시,1345,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,12시~13시,1294,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,13시~14시,1349,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,14시~15시,1396,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,15시~16시,1446,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,16시~17시,1299,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,17시~18시,1313,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,18시~19시,1177,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,19시~20시,984,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,20시~21시,944,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,21시~22시,1015,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,22시~23시,917,,,,,
2023,4,50,204000012,선경아파트,복정역환승센터1번승강장,주말,23시~24시,339,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,00시~01시,18,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,04시~05시,211,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,05시~06시,674,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,06시~07시,905,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,07시~08시,1382,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,08시~09시,2044,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,09시~10시,2603,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,10시~11시,2288,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,11시~12시,2497,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,12시~13시,2549,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,13시~14시,2544,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,14시~15시,2548,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,15시~16시,2701,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,16시~17시,2638,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,17시~18시,2681,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,18시~19시,2318,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,19시~20시,2062,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,20시~21시,1636,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,21시~22시,1829,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,22시~23시,1325,,,,,
2023,4,51,204000021,사기막골,서울대병원,주말,23시~24시,611,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,00시~01시,10,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,04시~05시,52,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,05시~06시,143,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,06시~07시,199,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,07시~08시,392,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,08시~09시,325,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,09시~10시,393,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,10시~11시,291,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,11시~12시,334,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,12시~13시,443,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,13시~14시,512,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,14시~15시,465,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,15시~16시,451,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,16시~17시,485,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,17시~18시,315,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,18시~19시,385,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,19시~20시,433,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,20시~21시,258,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,21시~22시,129,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,22시~23시,119,,,,,
2023,4,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,주말,23시~24시,34,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,00시~01시,197,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,04시~05시,12,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,05시~06시,170,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,06시~07시,384,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,07시~08시,593,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,08시~09시,944,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,09시~10시,1202,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,10시~11시,1221,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,11시~12시,1447,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,12시~13시,1422,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,13시~14시,1631,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,14시~15시,1695,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,15시~16시,1875,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,16시~17시,1818,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,17시~18시,1861,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,18시~19시,1755,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,19시~20시,1489,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,20시~21시,1133,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,21시~22시,1074,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,22시~23시,1084,,,,,
2023,4,57,204000005,선경아파트,세곡동사거리,주말,23시~24시,535,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,05시~06시,29,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,06시~07시,81,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,07시~08시,128,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,08시~09시,232,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,09시~10시,277,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,10시~11시,281,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,11시~12시,293,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,12시~13시,298,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,13시~14시,235,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,14시~15시,238,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,15시~16시,280,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,16시~17시,245,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,17시~18시,359,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,18시~19시,307,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,19시~20시,258,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,20시~21시,198,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,21시~22시,272,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,22시~23시,285,,,,,
2023,4,6,204000004,상대원차고지,남한산성입구.양지파출소,주말,23시~24시,59,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,00시~01시,6,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,04시~05시,4,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,05시~06시,140,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,06시~07시,141,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,07시~08시,234,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,08시~09시,394,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,09시~10시,522,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,10시~11시,371,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,11시~12시,496,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,12시~13시,414,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,13시~14시,438,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,14시~15시,434,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,15시~16시,406,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,16시~17시,434,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,17시~18시,384,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,18시~19시,447,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,19시~20시,355,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,20시~21시,437,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,21시~22시,326,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,22시~23시,220,,,,,
2023,4,60,204000013,차고지대기(경유),복정역환승센터1번승강장,주말,23시~24시,126,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,00시~01시,1,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,04시~05시,30,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,05시~06시,217,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,06시~07시,284,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,07시~08시,373,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,08시~09시,650,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,09시~10시,593,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,10시~11시,665,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,11시~12시,765,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,12시~13시,753,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,13시~14시,751,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,14시~15시,756,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,15시~16시,707,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,16시~17시,683,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,17시~18시,711,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,18시~19시,678,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,19시~20시,464,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,20시~21시,292,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,21시~22시,294,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,22시~23시,206,,,,,
2023,4,720-1A,204000151,오리역,남한산성입구.양지파출소,주말,23시~24시,83,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,06시~07시,35,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,07시~08시,30,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,08시~09시,102,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,09시~10시,115,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,10시~11시,82,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,11시~12시,151,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,12시~13시,151,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,13시~14시,117,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,14시~15시,183,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,15시~16시,169,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,16시~17시,96,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,17시~18시,144,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,18시~19시,193,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,19시~20시,144,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,20시~21시,82,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,21시~22시,120,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,22시~23시,73,,,,,
2023,4,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,주말,23시~24시,67,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,06시~07시,35,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,07시~08시,74,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,08시~09시,99,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,09시~10시,146,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,10시~11시,89,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,11시~12시,107,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,12시~13시,98,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,13시~14시,104,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,14시~15시,115,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,15시~16시,73,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,16시~17시,98,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,17시~18시,132,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,18시~19시,159,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,19시~20시,125,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,20시~21시,81,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,21시~22시,91,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,22시~23시,71,,,,,
2023,4,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,주말,23시~24시,31,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,05시~06시,10,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,06시~07시,46,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,07시~08시,98,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,08시~09시,204,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,09시~10시,207,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,10시~11시,245,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,11시~12시,333,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,12시~13시,245,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,13시~14시,306,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,14시~15시,289,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,15시~16시,271,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,16시~17시,273,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,17시~18시,331,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,18시~19시,273,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,19시~20시,182,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,20시~21시,205,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,21시~22시,189,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,22시~23시,238,,,,,
2023,4,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,주말,23시~24시,100,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,00시~01시,7,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,05시~06시,43,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,06시~07시,112,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,07시~08시,117,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,08시~09시,195,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,09시~10시,217,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,10시~11시,235,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,11시~12시,257,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,12시~13시,284,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,13시~14시,286,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,14시~15시,277,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,15시~16시,407,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,16시~17시,450,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,17시~18시,308,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,18시~19시,305,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,19시~20시,219,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,20시~21시,230,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,21시~22시,185,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,22시~23시,160,,,,,
2023,4,누리2,204000146,사송동종점,국군수도병원,주말,23시~24시,90,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,05시~06시,21,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,06시~07시,39,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,07시~08시,85,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,08시~09시,238,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,09시~10시,148,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,10시~11시,189,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,11시~12시,297,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,12시~13시,302,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,13시~14시,285,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,14시~15시,304,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,15시~16시,273,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,16시~17시,237,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,17시~18시,405,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,18시~19시,332,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,19시~20시,223,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,20시~21시,264,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,21시~22시,203,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,22시~23시,148,,,,,
2023,4,누리3,204000147,뫼루니육교,럭키타운,주말,23시~24시,19,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,05시~06시,3,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,06시~07시,1,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,07시~08시,12,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,08시~09시,34,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,09시~10시,15,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,10시~11시,29,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,11시~12시,29,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,12시~13시,60,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,13시~14시,34,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,14시~15시,18,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,15시~16시,30,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,16시~17시,29,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,17시~18시,44,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,18시~19시,42,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,19시~20시,16,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,20시~21시,7,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,21시~22시,13,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,22시~23시,29,,,,,
2023,4,누리4,204000155,사송동.종점,동원동,주말,23시~24시,6,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,05시~06시,15,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,06시~07시,18,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,07시~08시,9,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,08시~09시,47,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,09시~10시,11,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,11시~12시,30,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,12시~13시,21,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,13시~14시,16,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,14시~15시,28,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,15시~16시,24,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,16시~17시,6,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,17시~18시,21,,,,,
2023,5,100,204000018,사기막골,가락시장.가락시장역,주말,18시~19시,39,,,,,
2023,5,100출,204000083,산성역.포레스티아동문,남위례역.창곡교차로,주말,04시~05시,2,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,00시~01시,34,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,01시~02시,1,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,05시~06시,13,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,06시~07시,69,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,07시~08시,102,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,08시~09시,144,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,09시~10시,156,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,10시~11시,177,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,11시~12시,153,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,12시~13시,170,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,13시~14시,212,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,14시~15시,164,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,15시~16시,174,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,16시~17시,213,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,17시~18시,231,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,18시~19시,188,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,19시~20시,131,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,20시~21시,178,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,21시~22시,147,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,22시~23시,125,,,,,
2023,5,101,228000179,오리역,수서역5번출구,주말,23시~24시,51,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,00시~01시,94,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,05시~06시,63,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,06시~07시,80,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,07시~08시,188,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,08시~09시,283,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,09시~10시,295,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,10시~11시,354,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,11시~12시,357,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,12시~13시,391,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,13시~14시,278,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,14시~15시,299,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,15시~16시,336,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,16시~17시,404,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,17시~18시,389,,,,,
2023,5,103,204000060,도촌동9단지앞,사당역(중),주말,18시~19시,355,,,,,
