노선번호_x,기점,종점,노선아이디,노선유형,노선유형명,지역명,정류소아이디,정류소순번,정류소명,정류소번호,지역명.1,x좌표,y좌표,정류소아이디2,통과노선수,상세위치,시내버스_경유노선번호,시외버스_경유노선번호
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000326,56,분당도서관.계원예고.이마트,7116,성남,127.1176167,37.3595167,206000326,5,계원예고건너,"9404(서울),111(마을),33-1(시내),51(시내),109(마을),9000(시내),9407(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000325,57,한진아파트,7094,성남,127.115,37.3629667,206000325,10,한진6단지앞,"3500(시내),9407(시내),7007-1(시내),9404(서울),51(시내),9000(시내),720-1(시내),720-1A(시내),220(시내),33-1(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000324,58,정자2동행정복지센터,7093,성남,127.1149667,37.3653667,206000324,10,행정복지센터앞,"7007-1(시내),9407(시내),720-1A(시내),220(시내),3500(시내),9404(서울),9000(시내),51(시내),33-1(시내),720-1(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000323,59,주공7단지.한솔종합사회복지관,7092,성남,127.1149667,37.3682333,206000323,10,한솔마을주공7단지앞,"220(시내),3500(시내),51(시내),33-1(시내),9404(서울),9407(시내),720-1A(시내),9000(시내),720-1(시내),7007-1(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000322,60,파크타운.롯데아파트,7134,성남,127.11975,37.3737333,206000322,9,베스토아,"33-1(시내),3500(시내),9404(서울),9407(시내),720-1(시내),220(시내),720-1A(시내),51(시내),9000(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000217,61,분당중앙공원,7323,성남,127.1235167,37.3735667,206000217,3,중앙공원건너,"51(시내),9407(시내),33-1(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000321,62,샛별마을.우방아파트,7192,성남,127.1274667,37.373,206000321,8,우방A앞,"9401(서울),9000(시내),720-2(시내),51(시내),9407(시내),33-1(시내),602(마을)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000320,63,중앙공원.샛별마을.라이프아파트,7335,성남,127.1298667,37.3747333,206000320,7,샛별마을라이프A / 중앙공원건너,"9407(시내),9403(서울),9401(서울),33-1(시내),51(시내),9408(서울),9000(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000319,64,효자촌,7219,성남,127.1334667,37.3773667,206000319,8,뚜레쥬르 / 21세기의원,"51(시내),9401(서울),9403(서울),9408(서울),33-1(시내),9000(시내),9407(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000318,65,서현중학교,7228,성남,127.1342833,37.38125,206000318,18,서현중학교건너,"9403(서울),521(시내),1151(시내),522(시내),17-1A(시내),33-1(시내),101(시내),1150(시내),119(시내),9407(시내),1500-2(시내),17-1(시내),9000(시내),9607(시내),51(시내),522-2(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000438,66,양현보도육교,7436,성남,127.1300333,37.38415,206000438,10,시범단지삼성한신A건너 / 식당가,"522(시내),51(시내),522-2(시내),119(시내),누리2(시내),101(시내),521(시내),33-1(시내),17-1A(시내),17-1(시내),3(마을)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000028,67,송림고등학교.이매촌청구아파트.동신아파트,7301,성남,127.1284667,37.3919833,206000028,16,송림고등학교앞,"3330(시내),119(시내),17(시내),4000(시내),17-1(시내),누리1(시내),17-1A(시내),220(시내),33-1(시내),300(시내),9408(서울),720-1A(시내),9607(시내),250(시내),51(시내),75(마을),누리3(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000027,68,돌마고교,7199,성남,127.1285833,37.39335,206000027,14,이매역 사거리 지나,"33-1(시내),720-1A(시내),220(시내),누리3(시내),9408(서울),119(시내),75(마을),51(시내),17-1(시내),9607(시내),250(시내),300(시내),17(시내),누리1(시내),17-1A(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000227,69,이매역.농업기술센터.진흥아파트.동신아파트,7322,성남,127.1287667,37.3976,206000227,19,농업기술센터앞,"반디1-1(시내),75(마을),4000(시내),3330(시내),300(시내),220(시내),119(시내),누리1(시내),17-1(시내),반디1(시내),33-1(시내),반디2(시내),720-1A(시내),9607(시내),250(시내),17(시내),8109(시내),9408(서울),17-1A(시내),51(시내)","5100신흥동-김.공(시외),N5300-1(시외),N5300(시외),5300신흥동-인.공(시외)"
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000226,70,성남아트센터.태원고교,7202,성남,127.1287167,37.4014667,206000226,15,아트센터앞,"75(마을),17(시내),9408(서울),17-1A(시내),4000(시내),51(시내),3330(시내),720-1A(시내),119(시내),220(시내),33-1(시내),250(시내),9607(시내),17-1(시내),300(시내),누리1(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,206000158,71,야탑역.종합버스터미널(후면),7203,성남,127.1289667,37.4117,206000158,19,야탑역1번출구,"330(시내),315(시내),55(시내),60(시내),57(시내),350(시내),340(시내),119(시내),17(시내),17-1A(시내),341(시내),220(시내),51(시내),200(시내),82(마을),8(마을),75(마을),76(마을),357(시내),9(시내),50(시내),17-1(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000029,72,성남시청전면,6004,성남,127.12905,37.4193833,205000029,25,시청건너,"50(시내),17-1(시내),76(마을),340(시내),350(시내),17-1A(시내),119(시내),17(시내),3100(시내),315(시내),55(시내),357(시내),200(시내),220(시내),9403(서울),9(시내),9607(시내),33(시내),51(시내),60(시내),240(시내),3000(시내),57(시내),330(시내),4500(시내),8(마을)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000021,74,모란역2.3번출구,6160,성남,127.1293833,37.4321,205000021,20,21세기 약국앞,"2007(시내),342(시내),88-1(마을),357(시내),87(마을),17(시내),55(시내),9(시내),8(마을),9400(시내),51(시내),17-1(시내),33(시내),350(시내),57(시내),52(시내),60(시내),333(시내),9800(시내),340(시내),382(시내),331(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000086,75,모란역.모란시장입구.풍생중고교,6164,성남,127.1297833,37.4334667,205000086,13,풍생고건너 / 모란스탠드바,"17-1A(시내),51(시내),57(시내),342(시내),30(시내),9400(시내),17-1(시내),17(시내),331(시내),340(시내),9800(시내),52(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000023,76,종합운동장입구,6013,성남,127.1367,37.4351167,205000023,11,뉴월드관광나이트,"52(시내),17-1A(시내),340(시내),333(시내),17-1(시내),57(시내),342(시내),30(시내),51(시내),17(시내),331(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000002,77,수진역.성호시장.성일중고입구,6205,성남,127.1419833,37.4379167,205000002,14,수진역1번출구,"반디2(시내),2007(시내),333(시내),3-4(마을),342(시내),17-1(시내),51(시내),340(시내),57(시내),30(시내),17-1A(시내),52(시내),331(시내),810(시내),17(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000001,78,신흥역.종합시장,6204,성남,127.14655,37.4403667,205000001,22,신흥역2번출구 / 가자주류중원점,"810(시내),100출(시내),52(시내),100(시내),33(시내),17-1A(시내),331(시내),240(시내),382(시내),2007(시내),340(시내),17(시내),반디2(시내),57(시내),333(시내),303(서울),452(서울),4425(서울),3-1(시내),51(시내),30(시내),342(시내),17-1(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000022,79,성남우체국,6206,성남,127.1507833,37.44185,205000022,20,성남우체국건너,"3-5(마을),10-2(마을),7-2(마을),7(마을),240(시내),57(시내),810(시내),17-1(시내),30(시내),333(시내),382(시내),100출(시내),52(시내),33(시내),51(시내),17-1A(시내),17(시내),303(서울),452(서울),4425(서울),3-1(시내),100(시내),331(시내),342(시내),340(시내),10-1(마을),10(마을),3-4(마을),88(마을)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000025,80,단대오거리역.(구)종점,6208,성남,127.1556833,37.4440333,205000025,23,성모의원,"7-2(마을),10-1(마을),30(시내),57(시내),382(시내),51(시내),반디2(시내),52(시내),100출(시내),240(시내),333(시내),342(시내),2007(시내),17-1(시내),452(서울),4425(서울),303(서울),100(시내),810(시내),3-1(시내),17(시내),17-1A(시내),340(시내),331(시내),33(시내),87(마을),8(마을),7(마을),10(마을),10-2(마을),3-5(마을),3-4(마을)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000111,81,단대동행정복지센터.성남만남지역자활센터,6210,성남,127.1584833,37.4477333,205000111,9,세일띠아모,"10(마을),452(서울),10-1(마을),10-2(마을),240(시내),342(시내),810(시내),333(시내),51(시내),30(시내),720-1A(시내),33(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000110,82,금광시장,6054,성남,127.1593,37.44975,205000110,9,삼천리자전거,"342(시내),810(시내),720-1A(시내),452(서울),51(시내),240(시내),333(시내),33(시내),10-2(마을),10-1(마을),10(마을),30(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000050,83,남한산성입구역.법원검찰청,6059,성남,127.1601,37.4514833,205000050,11,남한산성입구역2번출구,"720-1A(시내),33-1(시내),반디2(시내),55(시내),6(시내),51(시내),333(시내),240(시내),452(서울),342(시내),30(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000049,84,상원초교.성남중앙병원.양지동청소년문화의집,6211,성남,127.1618,37.4547833,205000049,10,KB국민은행 / 상원초교,"88-1(마을),240(시내),6(시내),10-2(마을),10(마을),720-1A(시내),333(시내),30(시내),9(시내),88(마을),55(시내),33-1(시내),51(시내),10-1(마을)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000048,85,은행시장.남한산성시장.은행동청소년문화의집,6214,성남,127.1643167,37.45775,205000048,10,우리은행,"30(시내),9(시내),720-1A(시내),452(서울),88(마을),88-1(마을),10(마을),33-1(시내),333(시내),240(시내),6(시내),55(시내),51(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000047,86,을지대학교,6212,성남,127.1665167,37.4603,205000047,10,법원부동산앞,"88-1(마을),88(마을),452(서울),720-1A(시내),9(시내),33-1(시내),333(시내),6(시내),55(시내),240(시내),51(시내),30(시내)",5300신흥동-인.공(시외)
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000046,87,을지대학교.생활관,6215,성남,127.1679667,37.46145,205000046,10,을지대학교 건너,"88-1(마을),88(마을),33-1(시내),51(시내),720-1A(시내),240(시내),6(시내),55(시내),452(서울),333(시내),9(시내),30(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000045,88,남한산성입구.양지파출소,6213,성남,127.1693167,37.4624667,205000045,11,네파,"9(시내),452(서울),6(시내),88(마을),88-1(마을),55(시내),33-1(시내),51(시내),반디2(시내),240(시내),720-1A(시내),30(시내),333(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000091,89,은행중학교,6113,성남,127.17235,37.4579167,205000091,2,은행중학교 정문,"51(시내),333(시내),88(마을),88-1(마을)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000101,90,황송터널.은행1동,6118,성남,127.1736,37.4522,205000101,3,황송터널,"88-1(마을),88(마을),333(시내),51(시내),6(시내)",해당없음
51,사기막골,서울대병원,204000021,13,일반형시내버스,성남,205000196,91,사기막골,6169,성남,127.1788667,37.4449,205000196,2,차고지앞,"333(시내),51(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000033,1,영원무역,6135,성남,127.1778833,37.4439333,205000033,8,영원무역앞,"88-1(마을),88(마을),51(시내),87(마을),342(시내),33(시내),340(시내),9800(시내),3-1(시내),100(시내),220(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000032,2,자동차검사소.산성아파트,6134,성남,127.1780833,37.4416333,205000032,10,자동차검사소앞,"220(시내),88(마을),3-1(시내),88-1(마을),9400(시내),333(시내),33(시내),100(시내),55(시내),51(시내),340(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000038,3,궁전아파트.성지아파트,6146,성남,127.17875,37.4397167,205000038,9,SK테크노파크2차,"55(시내),100(시내),340(시내),6(시내),220(시내),33(시내),3-1(시내),9400(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000037,4,근로자종합복지관,6139,성남,127.1785167,37.4383167,205000037,9,농협,"9400(시내),340(시내),33(시내),100(시내),3-1(시내),55(시내),6(시내),220(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000134,5,보통골동양공업사,6142,성남,127.1787833,37.4346667,205000134,15,OCI중앙연구소,"6(시내),100(시내),340(시내),357(시내),33(시내),4425(서울),9400(시내),302(서울),303(서울),220(시내),3-1(시내),350(시내),55(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000133,6,스타타워.동방렌탈,6132,성남,127.1763167,37.4345,205000133,13,대한교과서,"350(시내),340(시내),3-1(시내),55(시내),6(시내),33(시내),303(서울),302(서울),4425(서울),220(시내),100(시내),357(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000132,7,공단오거리.공단주유소,6115,성남,127.1734833,37.4345333,205000132,9,예인테크,"220(시내),3-5(마을),303(서울),6(시내),55(시내),3-1(시내),302(서울),100(시내),382(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000131,8,고려당사거리,6109,성남,127.1713833,37.43375,205000131,9,샤니건너,"220(시내),55(시내),3-1(시내),382(시내),6(시내),302(서울),303(서울),3-5(마을),100(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000130,9,공단본부.샤니,6093,성남,127.1687,37.43275,205000130,9,중앙인더스피아,"220(시내),100(시내),3-1(시내),3-5(마을),303(서울),302(서울),55(시내),382(시내),6(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000129,10,상대원1동행정복지센터,6075,성남,127.1649167,37.433,205000129,14,상대원1동주민센터앞,"220(시내),31-3(시내),100(시내),357(시내),55(시내),9400(시내),3-5(마을),3-3(마을),303(서울),4425(서울),302(서울),31-2(시내),3-1(시내),350(시내),382(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000128,11,대원터널앞사거리,6064,성남,127.16105,37.4335,205000128,13,상대원둔촌대로 / 대원터널앞사거리,"357(시내),31-2(시내),3-5(마을),3-3(마을),7-2(마을),3-1(시내),4425(서울),302(서울),303(서울),350(시내),220(시내),100(시내),9400(시내),31-3(시내),55(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000127,12,상대원시장,6048,성남,127.1582667,37.4356167,205000127,10,농협건너,"33-1(시내),720-1A(시내),3-5(마을),7-2(마을),303(서울),4425(서울),57(시내),3-1(시내),9800(시내),220(시내),100(시내),60(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000126,13,상대원고개,6058,성남,127.1597333,37.4401,205000126,3,단대오거리방향,"220(시내),7-2(마을),4425(서울),303(서울),3-5(마을)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000065,14,성남세무서.미도아파트,5108,성남,127.1551833,37.4468333,204000065,5,성남세무서,"220(시내),331(시내),342(시내),52(시내),60(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000124,15,성남혜은학교.수정청소년수련관,5103,성남,127.1529167,37.4498333,204000124,5,혜은학교건너,"52(시내),60(시내),331(시내),220(시내),342(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000123,16,산성동행정복지센터,5093,성남,127.1501833,37.4518,204000123,5,성남북초등학교앞,"52(시내),342(시내),220(시내),60(시내),331(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000152,17,포레스티아서문,5068,성남,127.1479833,37.4513833,204000152,5,포레스티아서문앞,"220(시내),50(시내),88(마을),200(시내),330(시내),9(시내),88-1(마을)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000122,18,수정구청,5139,성남,127.14615,37.4497667,204000122,5,신흥동주공A정문,"220(시내),330(시내),88(마을),50(시내),88-1(마을),9(시내),200(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000121,19,성남초교사거리,5140,성남,127.1451333,37.44785,204000121,5,성남초방면,"200(시내),50(시내),220(시내),9(시내),330(시내),88-1(마을),88(마을)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000120,20,신흥시장.수정보건소.보훈회관,5072,성남,127.1436667,37.4448833,204000120,4,신흥시장건너 / 태평동,"330(시내),87(마을),220(시내),78(마을),50(시내),200(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000119,21,성남시의료원.신흥1동행정복지센터,5062,성남,127.14005,37.4435,204000119,13,외환은행,"10-2(마을),78(마을),87(마을),3-1(시내),810(시내),100출(시내),100(시내),50(시내),452(서울),4425(서울),303(서울),302(서울),200(시내),220(시내),240(시내),330(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000096,22,성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,5080,성남,127.1373667,37.4427167,204000096,13,한화생명앞,"4425(서울),452(서울),302(서울),330(시내),200(시내),50(시내),100출(시내),810(시내),3-1(시내),240(시내),220(시내),100(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000100,23,중앙시장,5046,성남,127.1340667,37.4417333,204000100,11,중앙시장앞,"50(시내),3-1(시내),77(마을),78(마을),302(서울),452(서울),220(시내),100출(시내),4425(서울),303(서울),200(시내),330(시내),240(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000099,24,통계청.태평역,5039,성남,127.1297667,37.4404667,204000099,13,통계청 / 곽생로산부인과,"330(시내),200(시내),50(시내),452(서울),303(서울),240(시내),302(서울),4425(서울),220(시내),3-1(시내),100출(시내),32-1(시내),320(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,204000088,25,모란고개,5036,성남,127.1280667,37.4365667,204000088,18,성남향 / 새마을금고,"315(시내),119(시내),200(시내),500-2N(시내),500-1(시내),1117(시내),50(시내),330(시내),320(시내),3-3(마을),76(마을),86(마을),9403(서울),30(시내),500-1A(시내),32(시내),220(시내),240(시내),500-2(시내),3-1(시내),32-1(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000368,26,모란역5번출구,6345,성남,127.1289667,37.4309,205000368,11,모란역5번출구,"330(시내),357(시내),315(시내),220(시내),88(마을),87(마을),86(마을),331(시내),340(시내),33(시내),51(시내),76(마을),382(시내),350(시내),9(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,205000245,27,성남시청전면,6229,성남,127.1285,37.4181667,205000245,26,성남시청앞,"60(시내),17-1A(시내),51(시내),341(시내),357(시내),350(시내),9403(서울),119(시내),9408(서울),50(시내),315(시내),200(시내),220(시내),17-1(시내),17(시내),9607(시내),3000(시내),340(시내),9(시내),76(마을),8(마을),4500(시내),3100(시내),55(시내),330(시내),4000(시내),57(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000361,28,동부.코오롱아파트,7367,성남,127.1285167,37.4158833,206000361,29,동부코오롱A앞,"341(시내),57(시내),220(시내),51(시내),9300(시내),3000(시내),17(시내),73-2(마을),3-1(마을),76(마을),73-1(마을),8(마을),9403(서울),9408(서울),200(시내),3100(시내),350(시내),119(시내),17-1(시내),55(시내),315(시내),330(시내),9607(시내),340(시내),357(시내),382(시내),60(시내),3330(시내),50(시내),4000(시내),17-1A(시내),9(시내),4500(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000157,29,야탑역.종합버스터미널(전면),7201,성남,127.1285,37.4114167,206000157,38,야탑광장앞,"9(시내),3000(시내),6801(시내),17-1A(시내),330(시내),350(시내),3330(시내),75(마을),73-1(마을),73-2(마을),3-1(마을),82(마을),76(마을),9408(서울),9403(서울),220(시내),51(시내),357(시내),315(시내),4500(시내),9300(시내),341(시내),103(시내),반디1(시내),340(시내),250(시내),1005(시내),누리1(시내),반디1-1(시내),57(시내),17-1(시내),4000(시내),8201(시내),17(시내),8109(시내),9607(시내),380(시내),382(시내),55(시내),300(시내),반디2(시내),3100(시내),119(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000055,30,성남아트센터.태원고교,7198,성남,127.1281333,37.40165,206000055,15,성남아트센터건너,"누리1(시내),33-1(시내),220(시내),9607(시내),9408(서울),51(시내),3330(시내),250(시내),75(마을),4000(시내),17-1(시내),17(시내),300(시내),119(시내),720-1A(시내),17-1A(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000054,31,이매역,7197,성남,127.1280833,37.39675,206000054,19,이매촌8단지진흥A앞,"반디1(시내),17-1(시내),51(시내),720-1A(시내),17(시내),119(시내),33-1(시내),220(시내),300(시내),8109(시내),4000(시내),반디2(시내),반디1-1(시내),17-1A(시내),250(시내),9408(서울),75(마을),3330(시내),9607(시내),누리1(시내)","N5300-1(시외),N5300(시외),5300신흥동-인.공(시외),5100신흥동-김.공(시외)"
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000053,32,송림고교.이매촌성지아파트.청구아파트,7196,성남,127.1280167,37.3930333,206000053,16,이매촌청구A앞,"220(시내),4000(시내),250(시내),9607(시내),75(마을),누리3(시내),119(시내),17(시내),300(시내),9408(서울),3330(시내),720-1A(시내),17-1A(시내),누리1(시내),17-1(시내),33-1(시내),51(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000026,33,서현역.AK플라자,7169,성남,127.1242333,37.3842667,206000026,26,AK프라자앞,"반디1-1(시내),33(시내),602(마을),누리3(시내),17(시내),380(시내),522(시내),720-1A(시내),M4102(시내),220(시내),누리2(시내),522-2(시내),8109(시내),250(시내),521(시내),7007-1(시내),720-2(시내),370(시내),300(시내),102(시내),310(시내),반디1(시내),반디2(시내),720-1(시내),G8110(시내),32(마을)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000099,34,중앙공원.양지마을금호아파트,7328,성남,127.1196333,37.3785333,206000099,4,양지마을금호베스트빌1단지,"720-1(시내),3500(시내),720-1A(시내),220(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000025,35,중앙공원.양지마을청구아파트,7143,성남,127.1211167,37.3755833,206000025,4,청구아파트앞,"3500(시내),720-1A(시내),220(시내),720-1(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000183,36,파크타운.양지마을,7135,성남,127.1193667,37.37385,206000183,10,버거킹앞,"220(시내),9404(서울),9000-1(시내),9407(시내),3500(시내),33-1(시내),720-1(시내),720-1A(시내),51(시내),9000(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000182,37,주공7단지앞,7088,성남,127.1145667,37.3692667,206000182,11,한솔마을주공7단지건너,"720-1(시내),33-1(시내),7007-1(시내),9407(시내),9404(서울),220(시내),720-1A(시내),9000-1(시내),51(시내),9000(시내),3500(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000181,38,정자2동행정복지센터,7090,성남,127.1146167,37.3654333,206000181,11,행정복지센터 건너,"33-1(시내),9000(시내),720-1A(시내),9407(시내),109-1(마을),9404(서울),51(시내),7007-1(시내),3500(시내),720-1(시내),9000-1(시내),220(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000180,39,한솔프라자,7091,성남,127.1146667,37.3626667,206000180,11,한솔프라자앞,"9000(시내),9407(시내),9000-1(시내),720-1A(시내),51(시내),9404(서울),3500(시내),220(시내),720-1(시내),7007-1(시내),33-1(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000098,40,KT.주택전시관,7083,성남,127.1124167,37.36005,206000098,5,순복음교회건너,"720-1(시내),111(맞춤형)(마을),117(마을),220(시내),720-1A(시내),7007-1(시내),3500(시내),111(마을)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000199,41,아데나펠리스,7308,성남,127.10835,37.3611167,206000199,12,탄천변,"누리4(시내),820(시내),390(시내),111(마을),19(마을),111(맞춤형)(마을),117(마을),520(시내),102(시내),1101(시내),1303(시내),250(시내),380(시내),300(시내),1101N(시내),220(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000198,42,정자역,7051,성남,127.1083333,37.3659667,206000198,8,정자역 2번출구,"820(시내),220(시내),250(시내),2-1(마을),2(마을),111(마을),19(마을),380(시내),300(시내),누리4(시내),520(시내),111(맞춤형)(마을),390(시내),105(마을),117(마을)","5400단국대-인.공(시외),5200단국대-김.공(시외),5400-1오리-인.공(시외),5200-1오리-김.공(시외)"
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000197,43,두산위브제니스,7052,성남,127.1083167,37.3695333,206000197,11,두산제니스타워건너,"1303(시내),390(시내),1101(시내),누리4(시내),380(시내),102(시내),1101N(시내),300(시내),520(시내),250(시내),220(시내),117(마을)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000020,44,정자사거리,7078,성남,127.11105,37.3767833,206000020,4,정자아이파크건너,"117(마을),370(시내),310(시내),1303(시내),220(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000705,45,한국잡월드,7622,성남,127.1083833,37.3791167,206000705,5,잡월드건너,"누리4(시내),117(마을),220(시내),1303(시내),310(시내),370(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000019,46,백현교차로,7038,성남,127.1025833,37.3823333,206000019,5,한국석유관리원건너,"9000-1(시내),누리1(시내),1303(시내),220(시내),누리4(시내),107(마을)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000018,47,너더리육교,7020,성남,127.0996,37.3883833,206000018,12,낙생고등학교 건너,"9409(서울),9003(시내),9004(시내),누리4(시내),32(마을),341(시내),220(시내),1303(시내),340(시내),9507(시내),누리3(시내),103(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000017,48,한림아파트,7017,성남,127.0960833,37.3885,206000017,14,판교한림A,"32(마을),75(마을),350(시내),340(시내),4000(시내),330(시내),9004(시내),341(시내),누리3(시내),9507(시내),220(시내),103(시내),9003(시내),9409(서울),1303(시내)",해당없음
220,영원무역,한국학중앙연구원,204000022,13,일반형시내버스,성남,206000554,49,판교청소년수련관.판교종합사회복지관,7501,성남,127.0916833,37.38935,206000554,15,TS로드2,"누리3(시내),32(마을),75(마을),9007(시내),9507(시내),340(시내),330(시내),9004(시내),9409(서울),9003(시내),103(시내),4000(시내),220(시내),350(시내),1303(시내),341(시내)",해당없음
