노선번호_x,기점,종점,노선아이디,노선유형,노선유형명,지역명,정류소아이디,정류소순번,정류소명,정류소번호,지역명.1,x좌표,y좌표,,,,,i,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000167,2,선경아파트,7389,성남,127.1557,37.4055,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000166,3,테크노파크.아파트동,7291,성남,127.1514167,37.4049833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000072,4,상탑파출소,7289,성남,127.1486667,37.4055167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000071,5,영남아파트,7283,성남,127.1473,37.4056167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000070,6,상탑초등학교,7277,성남,127.1451,37.4056333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000069,7,목련마을한신아파트,7270,성남,127.1426167,37.4067,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000068,8,목련마을주공1단지,7261,성남,127.14095,37.4074167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000067,9,영덕여고,7248,성남,127.1383333,37.4078667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000066,10,평생학습원.중앙도서관,7220,성남,127.1331833,37.4073,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000065,11,야탑동경남아너스빌,7210,성남,127.1304833,37.40595,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000441,12,경남아너스빌,7404,성남,127.12895,37.4073333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000158,13,야탑역.종합버스터미널(후면),7203,성남,127.1289667,37.4117,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000029,14,성남시청전면,6004,성남,127.12905,37.4193833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,277102644,15,성남대로(경유),,성남,127.1289667,37.4242667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000021,16,모란역2.3번출구,6160,성남,127.1293833,37.4321,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000147,17,성남농협.모란연세의원,6157,성남,127.1306167,37.43305,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000146,18,종합운동장사거리,6009,성남,127.1344167,37.4337833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000123,19,중원구청,6162,성남,127.1362833,37.4309833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000017,20,제일아파트.현대아파트.중원도서관,6161,성남,127.1393167,37.4292333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000264,21,하대원시장,6005,성남,127.1427667,37.4279,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000016,22,영성중학교.하대원동행정복지센터,6025,성남,127.14545,37.4282,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000015,23,아튼빌후문.성남테크노과학고,6030,성남,127.1486833,37.429,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000014,24,아튼빌아파트.중원청소년수련관,6038,성남,127.1522667,37.4299,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000013,25,대상델리하임,6046,성남,127.15775,37.4320833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000012,26,우리은행앞,6057,성남,127.1589667,37.43435,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000127,27,상대원시장,6048,성남,127.1582667,37.4356167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000011,28,상대원시장.새마을금고,6053,성남,127.1589833,37.4370167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000010,29,현성아름빌아파트,6065,성남,127.1611833,37.4389833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000009,30,대일초교.학년쇼핑,6069,성남,127.1630333,37.4407167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000008,31,구서고.금상초교,6076,성남,127.1658,37.4423167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000007,32,성남중원경찰서.e편한세상금빛그랑메종5단지후문,6088,성남,127.16785,37.4425167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000115,33,신구대학,6083,성남,127.1676667,37.4462833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000076,34,한양수자인성남마크뷰,6144,성남,127.1709167,37.4479833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000068,35,숭신여자중고교.래미안금광아파트,6104,성남,127.1710833,37.4489,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000004,36,하원초등학교,6101,성남,127.1694333,37.4472667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000003,37,신구대학,6089,성남,127.1679667,37.4469667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000168,38,신구대학.향군회관,6082,성남,127.166,37.4465667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000167,39,금광1.2동행정복지센터.중원어린이도서관,6071,성남,127.1634167,37.4458833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000166,40,단대쇼핑,6056,성남,127.1592,37.44495,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000065,41,성남세무서.미도아파트,5108,성남,127.1551833,37.4468333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000124,42,성남혜은학교.수정청소년수련관,5103,성남,127.1529167,37.4498333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000123,43,산성동행정복지센터,5093,성남,127.1501833,37.4518,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000084,44,산성역.포레스티아동문,5092,성남,127.15,37.4547333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000069,45,위례119안전센터.위례포레스트부영,5075,성남,127.14465,37.4612,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000330,46,남위례역.창곡교차로,5320,성남,127.1417667,37.4641667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000094,47,힐스테이트위례정문,5285,성남,127.1444167,37.4640667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000196,48,위례한빛초교.힐스테이트후문.한빛마을,5286,성남,127.14735,37.4648833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000195,49,위례한빛고등학교,5288,성남,127.1493333,37.4672333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000095,50,위례평생학습관,5289,성남,127.1503167,37.4692833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000333,51,위례새초롱유치원,5323,성남,127.1486333,37.4700167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000093,52,래미안위례.위례고운초등학교앞,5082,성남,127.14365,37.4710333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000240,53,성남시위례동행정복지센터.위례보미리즌빌,5069,성남,127.1416333,37.4710833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000235,54,위례중앙중학교,5308,성남,127.1380167,37.4712333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000335,55,위례중앙초등학교.성남위례36단지,5325,성남,127.1342,37.47135,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,서울,123000644,56,위례31단지정문,,서울,127.1326333,37.4735333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,서울,123000631,57,위례31단지.위례포레샤인후문,,서울,127.13365,37.4745833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000327,58,위례31단지,5314,성남,127.1368333,37.4730833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000322,59,위례자이,5297,성남,127.1367167,37.46995,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000317,60,위례서일로마을입구,5303,성남,127.1361667,37.46665,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000147,61,복정고등학교.복정지구,5158,성남,127.1352667,37.4658667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,서울,123000316,62,복정역환승센터1번승강장,,서울,127.1272167,37.4700333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,277104325,63,복정역교차로(경유),,성남,127.1269667,37.4705833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,277104240,64,복정삼거리(경유),,성남,127.1325,37.4682,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000308,65,위례서일로마을입구,5281,성남,127.1367,37.4666333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000323,66,위례자이,5307,성남,127.13715,37.4703333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,서울,123000630,67,위례포레샤인.위례31단지후문,,서울,127.1339167,37.4748333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,서울,123000645,68,위례31단지정문,,서울,127.1323667,37.47265,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000336,69,위례중앙초등학교.성남위례36단지,5326,성남,127.1340833,37.47115,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000238,70,위례자이정문,5309,성남,127.1394833,37.4709333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000236,71,성남시위례동행정복지센터.위례아트리버푸르지오,5176,성남,127.1422833,37.4708167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000034,72,래미안위례.위례고운초등학교앞,5081,성남,127.1445333,37.4707333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000332,73,위례새초롱유치원,5322,성남,127.1485167,37.4698,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000098,74,위례평생학습관,5295,성남,127.1501167,37.46895,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000089,75,위례래미안이편한세상.위례한빛중학교,5296,성남,127.1485833,37.4666833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000201,76,힐스테이트위례후문.위례한빛초등학교,5298,성남,127.1468167,37.4646667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000234,77,힐스테이트위례정문,5299,성남,127.1436,37.4645667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000180,78,남위례역,5166,성남,127.1394333,37.4631,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000032,79,남위례역.복정지구,5065,성남,127.1412,37.4626667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000031,80,위례119안전센터.위례포레스트부영,5076,성남,127.1446333,37.4607667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000101,81,산성역.포레스티아동문,5091,성남,127.1496167,37.4548167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000127,82,산성동행정복지센터,5094,성남,127.1501167,37.4516,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000126,83,성남혜은학교.수정청소년수련관,5102,성남,127.1528167,37.4496667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,204000125,84,성남세무서.미도아파트,5110,성남,127.1552167,37.4465167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000165,85,단대쇼핑,6052,성남,127.1589667,37.4448,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000164,86,금광1.2동행정복지센터.중원어린이도서관,6068,성남,127.1626833,37.4453833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000163,87,신구대학.향군회관,6081,성남,127.1663333,37.4463667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000125,88,하원초등학교.신구대학,6100,성남,127.16925,37.447,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000076,89,한양수자인성남마크뷰,6144,성남,127.1709167,37.4479833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000068,90,숭신여자중고교.래미안금광아파트,6104,성남,127.1710833,37.4489,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000004,91,하원초등학교,6101,성남,127.1694333,37.4472667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000162,92,신구대학사거리,6084,성남,127.1675,37.4458,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000161,93,성남중원경찰서.e편한세상금빛그랑메종5단지후문,6087,성남,127.1677333,37.4427667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000160,94,구서고.금상초교,6074,성남,127.1648167,37.4421333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000159,95,대일초교.학년쇼핑,6067,성남,127.1623333,37.4403833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000158,96,현성아름빌아파트,6063,성남,127.1608167,37.4389833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000157,97,상대원시장.새마을금고,6055,성남,127.15915,37.43745,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000242,98,서울정형외과,6226,성남,127.1591,37.4335667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000155,99,성남자이아파트,6043,성남,127.1572167,37.4322833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000154,100,대하초등학교.중원청소년수련관,6040,성남,127.1527167,37.4305,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000153,101,아튼빌후문,6032,성남,127.14985,37.42975,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000152,102,영성중학교.하대원동행정복지센터,6024,성남,127.1453,37.4285833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000151,103,현대아파트.중원도서관,6155,성남,127.1405167,37.42905,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000121,104,중원구청,6015,성남,127.1367833,37.4307667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000120,105,(구)성남동주민센터,6163,성남,127.1338333,37.43385,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000135,106,성남농협,6006,성남,127.12995,37.4330833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000020,107,모란역6.7번출구,6003,성남,127.1288667,37.4317833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,205000245,108,성남시청전면,6229,성남,127.1285,37.4181667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000361,109,동부.코오롱아파트,7367,성남,127.1285167,37.4158833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000529,110,야탑역.종합버스터미널(후면),7002,성남,127.1284833,37.4120167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000392,111,쌍용아파트,7386,성남,127.1284333,37.4068667,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000064,112,야탑동경남아너스빌,7213,성남,127.1310667,37.40595,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000063,113,평생학습원.중앙도서관,7227,성남,127.1343167,37.4073333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000062,114,영덕여고,7240,성남,127.13745,37.40765,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000061,115,목련마을한신.맹산생태학습원,7268,성남,127.1426667,37.40635,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000442,116,대진빌라,7441,성남,127.1451667,37.4053833,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000060,117,영남아파트,7286,성남,127.1478667,37.4054167,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000373,118,상탑파출소,7378,성남,127.1491333,37.40515,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000122,119,테크노파크.아파트동,7290,성남,127.1514333,37.40475,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,206000121,120,야탑고교.예비군훈련장,7294,성남,127.1550833,37.4053333,,,,,,,,,,,
60,차고지대기(경유),복정역환승센터1번승강장,204000013,13,일반형시내버스,성남,277104612,121,차고지대기(경유),,성남,127.1582167,37.4054833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,204000284,1,(임시)금토동삼거리,5257,성남,127.0898167,37.4078,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,204000158,2,텔레칩스,5341,성남,127.0873667,37.40645,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,204000160,3,판교이노베이션랩,5343,성남,127.0858833,37.4056333,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,204000162,4,스마트모빌리티실증허브,5345,성남,127.0892833,37.4055333,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,204000340,5,기업성장센터,5331,성남,127.09505,37.41125,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,204000343,6,I_SQUARE.창업주택,5334,성남,127.0961667,37.4121833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,204000060,7,판교제2테크노밸리,5001,성남,127.09935,37.4116833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000565,8,유라코퍼레이션.SK케미칼,7511,성남,127.1076833,37.4030667,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000563,9,한국무역정보통신,7509,성남,127.1109833,37.4030833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000578,10,봇들마을5단지,7521,성남,127.11275,37.4014,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000638,11,웰츠타워,7578,성남,127.11275,37.3977,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000637,12,판교역동편,7570,성남,127.1127,37.3953833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000536,13,백현마을4단지,7493,성남,127.1156833,37.3916667,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000200,14,성남역,7082,성남,127.1216333,37.3946,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000314,15,성남역.이매고교.아름마을.효성선경아파트,7303,성남,127.1236333,37.39535,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000313,16,매송중학교.풍림아파트,7164,성남,127.1236667,37.3976167,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000440,17,아름마을.방아다리사거리,7399,성남,127.12365,37.3999333,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000312,18,매송초교.아름마을,7166,성남,127.12375,37.4019333,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000311,19,아름마을,7165,성남,127.1237,37.4045667,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000271,20,탑마을대우아파트.선경아파트,7338,성남,127.1235833,37.4077833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000252,21,야탑2동행정복지센터.차병원,7187,성남,127.1267667,37.4097167,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,206000158,22,야탑역.종합버스터미널(후면),7203,성남,127.1289667,37.4117,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000029,23,성남시청전면,6004,성남,127.12905,37.4193833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,277102644,24,성남대로(경유),,성남,127.1289667,37.4242667,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000021,25,모란역2.3번출구,6160,성남,127.1293833,37.4321,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000147,26,성남농협.모란연세의원,6157,성남,127.1306167,37.43305,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000146,27,종합운동장사거리,6009,성남,127.1344167,37.4337833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000123,28,중원구청,6162,성남,127.1362833,37.4309833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000017,29,제일아파트.현대아파트.중원도서관,6161,성남,127.1393167,37.4292333,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000264,30,하대원시장,6005,성남,127.1427667,37.4279,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000016,31,영성중학교.하대원동행정복지센터,6025,성남,127.14545,37.4282,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000015,32,아튼빌후문.성남테크노과학고,6030,성남,127.1486833,37.429,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000014,33,아튼빌아파트.중원청소년수련관,6038,성남,127.1522667,37.4299,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000013,34,대상델리하임,6046,성남,127.15775,37.4320833,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000065,35,대원사거리,6066,성남,127.1611833,37.4330167,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000064,36,상대원1동행정복지센터,6073,성남,127.1643833,37.4326167,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000063,37,공단본부.샤니,6092,성남,127.1685167,37.4324667,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000062,38,고려당사거리,6108,성남,127.1715333,37.4335333,,,,,,,,,,,
55,(임시)금토동삼거리,남한산성입구.양지파출소,204000017,13,일반형시내버스,성남,205000061,39,공단오거리.공단주유소,6117,성남,127.1735667,37.43435,,,,,,,,,,,
