연도,관할지역,버스유형,정류소ID,정류소번호,정류소명,통과노선수,정류소아이디,정류소명2,정류소번호2,x좌표,y좌표,행정동,정류장명,상세위치,시내버스_경유노선번호,시외버스_경유노선번호
2023,성남시,일반,206000535,7492,판교역.낙생육교.현대백화점,21,206000535,판교역.낙생육교.현대백화점,7492,127.1117,37.3914833,백현동,판교역.낙생육교.현대백화점,판교휴먼시아5단지A,"8201(시내),7007-1(시내),103(시내),G8110(시내),8106(시내),9401(서울),8100(시내),1150(시내),9300(시내),3330(시내),9000(시내),1005(시내),341(시내),6801(시내),3500(시내),521(시내),1151(시내),1500-2(시내),9000-1(시내)",해당없음
2023,성남시,일반,206000236,7077,수내역.정자아이파크,4,206000236,수내역.정자아이파크,7077,127.1109,37.3764333,수내1동,수내역.정자아이파크,아이파크,"117(마을),220(시내),370(시내),310(시내),1303(시내)",해당없음
2023,성남시,일반,206000618,7560,이매촌한신.서현역.AK프라자,4,206000618,이매촌한신.서현역.AK프라자,7560,127.1258333,37.3868667,서현1동,이매촌한신.서현역.AK프라자,한신A건너,"33(시내),3(마을),602-1A(마을),3-1(마을),602(마을),32(마을),102(시내),7007-1(시내)",해당없음
2023,성남시,일반,205000368,6345,모란역5번출구,11,205000368,모란역5번출구,6345,127.1289667,37.4309,성남동,모란역5번출구,모란역5번출구,"330(시내),357(시내),315(시내),220(시내),88(마을),87(마을),86(마을),331(시내),340(시내),33(시내),51(시내),76(마을),382(시내),350(시내),9(시내)",해당없음
2023,성남시,일반,206000518,7347,국군수도병원정문,1,206000518,국군수도병원정문,7347,127.14945,37.3907167,서현1동,국군수도병원정문,국군수도병원,누리2(시내),해당없음
2023,성남시,일반,206000646,7820,힐스테이트판교엘포레6단지후문,5,206000646,힐스테이트판교엘포레6단지.판교SK뷰테라스,7820,127.0683167,37.3737,운중동,힐스테이트판교엘포레6단지후문,대장동 힐스테이트판교엘포레6단지후문,"32(마을),73(마을),4103(시내),9409(서울),9507(시내),310(시내),340(시내)",해당없음
2023,성남시,일반,206000633,7575,백현마을5단지,2,206000633,백현마을5단지,7575,127.1127167,37.3909667,백현동,백현마을5단지,판교휴먼시아5단지A,"71(마을),66(마을),누리2(시내),390(시내)",해당없음
2023,성남시,일반,206000622,7565,백현마을4단지상가,2,206000622,백현마을4단지상가,7565,127.1147833,37.3880833,백현동,백현마을4단지상가,나이스프라자,"720-2(시내),76(마을),602-1A(마을),누리2(시내)",해당없음
2023,성남시,일반,204000194,5172,웃논골앞,4,204000194,웃논골앞,5172,127.1610333,37.4654833,단대동,웃논골앞,남한산성 올라가는길,"9(시내),53(시내),9-1(시내),52(시내)",해당없음
2023,성남시,일반,204000201,5298,위례힐스테이트후문.위례한빛초등학교,3,204000201,힐스테이트위례후문.위례한빛초등학교,5298,127.1468167,37.4646667,복정동,위례힐스테이트후문.위례한빛초등학교,위례힐스테이트앞,"60(시내),200(시내)",해당없음
2023,성남시,일반,204000196,5286,위례한빛초교.힐스테이트후문.한빛마을,3,204000196,위례한빛초교.힐스테이트후문.한빛마을,5286,127.14735,37.4648833,복정동,위례한빛초교.힐스테이트후문.한빛마을,위례힐스테이트건너,"200(시내),60(시내)",해당없음
2023,성남시,일반,205000025,6208,단대오거리역.(구)종점,23,205000025,단대오거리역.(구)종점,6208,127.1556833,37.4440333,중앙동,단대오거리역.(구)종점,성모의원,"7-2(마을),10-1(마을),30(시내),57(시내),382(시내),51(시내),반디2(시내),52(시내),100출(시내),240(시내),333(시내),342(시내),2007(시내),17-1(시내),452(서울),4425(서울),303(서울),100(시내),810(시내),3-1(시내),17(시내),17-1A(시내),340(시내),331(시내),33(시내),87(마을),8(마을),7(마을),10(마을),10-2(마을),3-5(마을),3-4(마을)",해당없음
2023,성남시,일반,206000203,7026,쇳골마을.궁내동톨게이트,4,206000203,쇳골마을.궁내동톨게이트,7026,127.1014333,37.3635,금곡동,쇳골마을.궁내동톨게이트,성남방향,"6900(시내),누리1(시내),1241(시내),250(시내)",해당없음
2023,성남시,일반,206000177,7101,청솔마을.주공9단지.동아아파트,4,206000177,청솔마을.주공9단지.동아아파트,7101,127.1157333,37.3518833,구미1동,청솔마을.주공9단지.동아아파트,청솔마을주공9단지앞,"7-1(마을),51(시내),720-2(시내),101(시내),33-1(시내)",해당없음
2023,성남시,일반,206000175,7108,미금초등학교,7,206000175,미금초등학교,7108,127.1159167,37.34775,구미1동,미금초등학교,미금초등학교앞,"9403(서울),9000-1(시내),9000(시내),9401(서울),9407(시내)",해당없음
2023,성남시,일반,206000439,7400,아름마을.방아다리사거리,2,206000439,아름마을.방아다리사거리,7400,127.12345,37.3999167,이매2동,아름마을.방아다리사거리,두산아파트425동건너,"3-1(마을),9407(시내),55(시내)",해당없음
2023,성남시,일반,205000208,6182,남문매표소앞,4,205000208,남문매표소앞,6182,127.176,37.47215,은행2동,남문매표소앞,남문매표소 가기전,"9(시내),9-1(시내),53(시내),52(시내)",해당없음
2023,성남시,일반,206000251,7059,농수산물센터,13,206000251,농수산물센터,7059,127.1092,37.33705,구미동,농수산물센터,하나로마트 건너,"7007-1(시내),1241(시내),60(시내),116-3(시내),80(마을),9000-1(시내),390(시내),1303(시내),102(시내),1101N(시내),810(마을),820(시내),720-2(시내),1101(시내)","5200단국대-김.공(시외),5400단국대-인.공(시외),5200-1오리-김.공(시외),5400-1오리-인.공(시외)"
2023,성남시,일반,206000256,7050,정자청소년수련관.분당클리닉,11,206000256,정자청소년수련관.분당클리닉,7050,127.1078333,37.3706667,정자1동,정자청소년수련관.분당클리닉,청소년수련원앞,"누리4(시내),300(시내),220(시내),1101N(시내),1101(시내),1303(시내),520(시내),250(시내),380(시내),117(마을),2-1(마을),105(마을),390(시내),102(시내),2(마을)",해당없음
2023,성남시,일반,206000241,7056,농수산물센터,13,206000241,농수산물센터,7056,127.1087333,37.3371333,구미동,농수산물센터,하나로마트 앞,"390(시내),7007-1(시내),116-3(시내),810(마을),102(시내),1101N(시내),1101(시내),1241(시내),9404(서울),1303(시내),60(시내),820(시내),720-2(시내)",해당없음
2023,성남시,일반,206000086,7334,청솔주공6단지,15,206000086,청솔주공6단지,7334,127.1091,37.3543,금곡동,청솔주공6단지,청솔마을주공6단지앞,"7007-1(시내),720-1A(시내),19(마을),820(시내),3500(시내),720-1(시내),380(시내),520(시내),1101(시내),102(시내),390(시내),300(시내),250(시내),누리4(시내),1101N(시내),1303(시내)",해당없음
2023,성남시,일반,206000216,7055,하얀마을,18,206000216,하얀마을,7055,127.1086833,37.3441167,구미1동,하얀마을,삼익파크빌라2건너,"390(시내),9409(서울),720-1A(시내),1241(시내),7007-1(시내),300(시내),520(시내),3500(시내),116-3(시내),1101(시내),700-2(시내),310(시내),810(마을),101(시내),19(마을),820(시내),1101N(시내),102(시내),720-2(시내),1303(시내)",해당없음
2023,성남시,일반,206000095,7331,미금역.청솔마을.2001아울렛,24,206000095,미금역.청솔마을.2001아울렛,7331,127.1086,37.3507167,금곡동,미금역.청솔마을.2001아울렛,기업은행 / 새마을금고앞 ,"1101N(시내),720-1A(시내),M4102(시내),37(마을),G8110(시내),1101(시내),누리4(시내),390(시내),102(시내),520(시내),300(시내),810(마을),19(마을),8100(시내),32(마을),7007-1(시내),250(시내),3500(시내),116-3(시내),반디1-1(시내),반디1(시내),380(시내),8106(시내),720-1(시내),반디2(시내),1303(시내),8109(시내),820(시내)","5400-1오리-인.공(시외),5200단국대-김.공(시외),5400단국대-인.공(시외),5200-1오리-김.공(시외)"
2023,성남시,일반,206000219,7060,하얀마을.구미도서관,19,206000219,하얀마을.구미도서관,7060,127.1091667,37.3447167,구미동,하얀마을.구미도서관,한라스위트빌라앞,"1101N(시내),19(마을),1241(시내),9409(서울),720-2(시내),116-3(시내),300(시내),310(시내),102(시내),9000-1(시내),1303(시내),700-2(시내),101(시내),810(마을),1101(시내),3500(시내),520(시내),820(시내),7007-1(시내),720-1A(시내),390(시내)",해당없음
2023,성남시,일반,206000088,7332,까치마을.건영빌라.2001아울렛,16,206000088,까치마을.건영빌라.2001아울렛,7332,127.1091333,37.3475167,구미1동,까치마을.건영빌라.2001아울렛,금성백조빌라,"3500(시내),390(시내),1303(시내),720-2(시내),33-1(시내),300(시내),520(시내),101(시내),820(시내),51(시내),7007-1(시내),1101N(시내),1101(시내),720-1A(시내),19(마을),116-3(시내),102(시내),810(마을)",해당없음
2023,성남시,일반,205000036,6137,벽산테크노피아.성남소각장,4,205000036,벽산테크노피아.성남소각장,6137,127.1783167,37.4317167,상대원1동,벽산테크노피아.성남소각장,벽산테크노피아건너 / 선일테크노앞,"3-5(마을),31-3(시내),9400(시내),6(시내),31-2(시내),3-3(마을)",해당없음
2023,성남시,일반,205000037,6139,근로자종합복지관,9,205000037,근로자종합복지관,6139,127.1785167,37.4383167,상대원1동,근로자종합복지관,농협,"9400(시내),340(시내),33(시내),100(시내),3-1(시내),55(시내),6(시내),220(시내)",해당없음
2023,성남시,일반,205000039,6105,태영빌라,2,205000039,태영빌라,6105,127.1704333,37.4517667,금광2동,태영빌라,태영빌라앞,"6(시내),810(시내)",해당없음
2023,성남시,일반,205000047,6212,을지대학교,10,205000047,을지대학교,6212,127.1665167,37.4603,은행2동,을지대학교,법원부동산앞,"88-1(마을),88(마을),452(서울),720-1A(시내),9(시내),33-1(시내),333(시내),6(시내),55(시내),240(시내),51(시내),30(시내)",5300신흥동-인.공(시외)
2023,성남시,일반,206000729,7626,연꽃마을4단지,4,206000729,연꽃마을4단지,7626,127.1344833,37.4167833,야탑3동,연꽃마을4단지,연꽃마을4단지앞,"240(시내),9300(시내),3330(시내),382(시내)",해당없음
2023,성남시,일반,206000779,7674,이우중고,3,206000779,이우중고,7674,127.0864667,37.3519167,구미1동,이우중고,SK주유소 앞,"310(시내),9409(서울),380(시내),37(마을),32(마을)",해당없음
2023,성남시,일반,204000147,5158,복정고등학교.복정지구,12,204000147,복정고등학교.복정지구,5158,127.1352667,37.4658667,복정동,복정고등학교.복정지구,고등학교건너,"3420(서울),452(서울),315(시내),440(서울),50(시내),231(시내),60(시내),100출(시내)",해당없음
2023,성남시,일반,204000151,5067,밸리마을,1,204000151,밸리마을,5067,127.0940333,37.4084833,시흥동,밸리마을,판교IC앞,누리2(시내),해당없음
2023,성남시,일반,205000148,6156,성남시청후면,2,205000148,성남시청후면,6156,127.1285167,37.4190833,도촌동,성남시청후면,성남시청앞,"33(시내),240(시내)",해당없음
2023,성남시,일반,206000102,7327,서현역.분당우체국,1,206000102,서현역.분당우체국,7327,127.1224167,37.3860833,서현1동,서현역.분당우체국,AK프라자문화아카데미건너,3500(시내),해당없음
2023,성남시,일반,206000361,7367,동부.코오롱아파트,29,206000361,동부.코오롱아파트,7367,127.1285167,37.4158833,야탑1동,동부.코오롱아파트,동부코오롱A앞,"341(시내),57(시내),220(시내),51(시내),9300(시내),3000(시내),17(시내),73-2(마을),3-1(마을),76(마을),73-1(마을),8(마을),9403(서울),9408(서울),200(시내),3100(시내),350(시내),119(시내),17-1(시내),55(시내),315(시내),330(시내),9607(시내),340(시내),357(시내),382(시내),60(시내),3330(시내),50(시내),4000(시내),17-1A(시내),9(시내),4500(시내)",해당없음
2023,성남시,일반,204000003,5018,시흥동농협창고,7,204000003,시흥동농협창고,5018,127.1059167,37.4225833,시흥동,시흥동농협창고,비닐하우스앞,"341(시내),9400(시내),342(시내),9408(서울),9800(시내),누리2(시내),57(시내)",해당없음
2023,성남시,일반,204000027,5114,민속마을.선경아파트,2,204000027,민속마을.선경아파트,5114,127.1567167,37.4623833,단대동,민속마을.선경아파트,남한산성닭죽촌,"88(마을),9(시내),342(시내),88-1(마을)",해당없음
2023,성남시,일반,204000033,5035,성남고등공공주택지구.서편,4,204000033,연내울교차로,5035,127.0942333,37.4274833,고등동,성남고등공공주택지구.서편,호반써민아파트 건너편,"370(시내),231(시내),357(시내),66(마을),101(시내)",해당없음
2023,성남시,일반,204000044,5017,효성고등학교,13,204000044,효성고등학교,5017,127.10575,37.4498,신촌동,효성고등학교,효성중고교건너,"9408(서울),357(시내),231(시내),5600(시내),101(시내),57(시내),1007(시내),5700A(시내),6900(시내),5700B(시내),1007-1(시내),1009(시내)",해당없음
2023,성남시,일반,205000352,6327,도촌4단지,7,205000352,도촌4단지,6327,127.1556167,37.4144833,도촌동,도촌4단지,도촌동401동앞,"380(시내),811(시내),240(시내),200(시내),103(시내),250(시내),누리1(시내)",해당없음
2023,성남시,일반,206000001,7475,백현교차로,4,206000001,백현교차로,7475,127.1021,37.3826333,백현동,백현교차로,한국석유관리원,"220(시내),누리4(시내),누리1(시내),1303(시내),107(마을)",해당없음
2023,성남시,일반,206000033,7212,분당동행정복지센터,4,206000033,분당동행정복지센터,7212,127.1307333,37.3702167,분당동,분당동행정복지센터,주민센터앞,"33(시내),17(시내),101(시내),9607(시내),109-1(마을)",해당없음
2023,성남시,일반,206000036,7163,한솔마을청구아파트,2,206000036,한솔마을청구아파트,7163,127.1236167,37.3640667,수내3동,한솔마을청구아파트,청구A건너,"9607(시내),109-1(마을),101(시내)",해당없음
2023,성남시,일반,206000041,7120,구미초교,2,206000041,구미초교,7120,127.1177833,37.33825,구미동,구미초교,성지유치원,"2-1(마을),2(마을),33-1(시내),9607(시내)",해당없음
2023,성남시,일반,206000039,7140,이마트,2,206000039,이마트,7140,127.12055,37.3591,정자3동,이마트,이마트앞,"101(시내),9607(시내)",해당없음
2023,성남시,일반,204000240,5069,위례동행정복지센터.위례보미리즌빌,11,204000240,성남시위례동행정복지센터.위례보미리즌빌,5069,127.1416333,37.4710833,복정동,위례동행정복지센터.위례보미리즌빌,아트리버푸르지오건너,"440(서울),3420(서울),333(서울),345(서울),60(시내),100출(시내),315(시내),50(시내),331(시내),9200(시내),86(마을)",해당없음
2023,성남시,일반,204000333,5323,위례새초롱유치원,6,204000333,위례새초롱유치원,5323,127.1486333,37.4700167,복정동,위례새초롱유치원,위례주제공원 맞은편,"86(마을),331(시내),315(시내),9200(시내),9202(시내),60(시내),231(시내)",해당없음
2023,성남시,일반,205000035,6127,공단본부입구.반포산업사거리,4,205000035,공단본부입구.반포산업사거리,6127,127.1745667,37.4313667,상대원1동,공단본부입구.반포산업사거리,반포사거리 / 제일은행,"3-3(마을),3-5(마을),31-3(시내),9400(시내),31-2(시내),6(시내)",해당없음
2023,성남시,일반,204000253,5170,복정파출소.복정캠퍼스맛집거리,16,204000253,복정파출소.복정캠퍼스맛집거리,5170,127.1258667,37.4567333,복정동,복정파출소.복정캠퍼스맛집거리,오일뱅크 건너편 모란방면,"303(서울),302(서울),32(시내),500-2(시내),4425(서울),500-2N(시내),30(시내),100(시내),357(시내),1117(시내),100출(시내),119(시내),452(서울),500-1A(시내),9403(서울),500-1(시내)",해당없음
2023,성남시,일반,204000257,5222,수진1동행정복지센터,1,204000257,수진1동행정복지센터,5222,127.1378667,37.4391833,수진1동,수진1동행정복지센터,수진1동주민센터건너,"3-4(마을),811(시내)",해당없음
2023,성남시,일반,204000337,5327,성남고등공공주택지구.동편,4,204000337,고산근린공원,5327,127.0995833,37.42575,고등동,성남고등공공주택지구.동편,풍경채아파트 앞,"101(시내),370(시내),66(마을),357(시내),231(시내)",해당없음
2023,성남시,일반,204000312,5290,위례더힐정문,8,204000312,위례더힐정문,5290,127.15415,37.4709,복정동,위례더힐정문,위례부영사랑으로정문앞,"31(시내),231(시내),331(시내),200(시내),86(마을),9200(시내),315(시내),9202(시내)",해당없음
2023,성남시,일반,204000269,5242,수진역4번출구,1,204000269,수진역4번출구,5242,127.1405333,37.4380167,수진1동,수진역4번출구,수진역우편취급국 앞,"811(시내),3-4(마을)",해당없음
2023,성남시,일반,205000242,6226,서울정형외과,3,205000242,서울정형외과,6226,127.1591,37.4335667,상대원2동,서울정형외과,서울정형외과앞,"811(시내),60(시내),57(시내)",해당없음
2023,성남시,일반,205000266,6241,성남시영생관리사업소,1,205000266,성남시장례문화사업소,6241,127.1829,37.4206,도촌동,성남시영생관리사업소,영생관리사업소앞,누리1(시내),해당없음
2023,성남시,일반,205000074,6047,섬마을,9,205000074,섬마을,6047,127.1580667,37.4217833,도촌동,섬마을,성남방향,"500-1(시내),3-1(시내),500-1A(시내),500-2(시내),500-2N(시내),320(시내),32-1(시내),1117(시내),32(시내)",해당없음
2023,성남시,일반,205000079,6120,갈현동,11,205000079,갈현동,6120,127.1739,37.42265,도촌동,갈현동,성남방향,"500-1A(시내),3-1(시내),320(시내),1117(시내),500-2N(시내),32-1(시내),500-1(시내),500-2(시내),300(시내),32(시내),1005(시내)",해당없음
2023,성남시,일반,205000139,6019,성호시장,3,205000139,성호시장,6019,127.1442333,37.4379667,성남동,성호시장,성호시장,"302(서울),33(시내),382(시내),8(마을)",해당없음
2023,성남시,일반,206000227,7322,이매역.농업기술센터.진흥아파트.동신아파트,19,206000227,이매역.농업기술센터.진흥아파트.동신아파트,7322,127.1287667,37.3976,이매1동,이매역.농업기술센터.진흥아파트.동신아파트,농업기술센터앞,"반디1-1(시내),75(마을),4000(시내),3330(시내),300(시내),220(시내),119(시내),누리1(시내),17-1(시내),반디1(시내),33-1(시내),반디2(시내),720-1A(시내),9607(시내),250(시내),17(시내),8109(시내),9408(서울),17-1A(시내),51(시내)","5100신흥동-김.공(시외),N5300-1(시외),N5300(시외),5300신흥동-인.공(시외)"
2023,성남시,일반,206000049,7204,분당동행정복지센터,4,206000049,분당동행정복지센터,7204,127.1295,37.3699667,분당동,분당동행정복지센터,삼부A앞,"101(시내),17(시내),9607(시내),602(마을),33(시내),109-1(마을)",해당없음
2023,성남시,일반,206000067,7248,영덕여고,1,206000067,영덕여고,7248,127.1383333,37.4078667,야탑3동,영덕여고,영덕여고건너,60(시내),해당없음
2023,성남시,일반,206000076,7183,삼환아파트,2,206000076,삼환아파트,7183,127.12555,37.4044667,이매1동,삼환아파트,이매촌삼성A ,"9403(서울),33(시내)",해당없음
2023,성남시,일반,204000085,5048,중앙시장.농협,11,204000085,중앙시장.농협,5048,127.13425,37.4415,수진1동,중앙시장.농협,농협앞,"50(시내),220(시내),200(시내),4425(서울),452(서울),240(시내),303(서울),3-1(시내),330(시내),100출(시내)",해당없음
2023,성남시,일반,206000264,7259,매화마을주공3단지,8,206000264,매화마을주공3단지,7259,127.1408333,37.4144333,야탑3동,매화마을주공3단지,주공3단지건너 / 그린공판장건너,"8-1(마을),9300(시내),33-1(시내),382(시내),누리1(시내),240(시내),3330(시내),380(시내),720-1A(시내)",해당없음
2023,성남시,일반,206000267,7079,미금역,4,206000267,미금역,7079,127.1106167,37.3498833,구미1동,미금역,농협앞,"51(시내),720-2(시내),101(시내),33-1(시내)",해당없음
2023,성남시,일반,205000244,6224,모란차량기지앞,6,205000244,모란차량기지앞,6224,127.1224833,37.4215833,도촌동,모란차량기지앞,차량기지앞,"9400(시내),341(시내),4000(시내),9800(시내),342(시내),9408(서울),87(마을)",해당없음
2023,성남시,일반,206000365,7371,궁안마을,1,206000365,궁안마을,7371,127.099,37.3697167,금곡동,궁안마을,궁안마을 안,누리1(시내),해당없음
2023,성남시,일반,206000331,7113,오리초등학교,7,206000331,오리초등학교,7113,127.11625,37.3449833,구미동,오리초등학교,하얀마을주공5단지A,"9404(서울),33-1(시내),9000(시내),9403(서울),9401(서울),9407(시내)",해당없음
2023,성남시,일반,206000323,7092,주공7단지.한솔종합사회복지관,10,206000323,주공7단지.한솔종합사회복지관,7092,127.1149667,37.3682333,정자1동,주공7단지.한솔종합사회복지관,한솔마을주공7단지앞,"220(시내),3500(시내),51(시내),33-1(시내),9404(서울),9407(시내),720-1A(시내),9000(시내),720-1(시내),7007-1(시내)",해당없음
2023,성남시,일반,205000192,6174,그린빌리지,2,205000192,그린빌리지,6174,127.1718167,37.4524,금광2동,그린빌리지,빌라 앞,"810(시내),6(시내)",해당없음
2023,성남시,일반,206000320,7335,중앙공원.샛별마을.라이프아파트,7,206000320,중앙공원.샛별마을.라이프아파트,7335,127.1298667,37.3747333,분당동,중앙공원.샛별마을.라이프아파트,샛별마을라이프A / 중앙공원건너,"9407(시내),9403(서울),9401(서울),33-1(시내),51(시내),9408(서울),9000(시내)",해당없음
2023,성남시,일반,206000313,7164,매송중학교.풍림아파트,2,206000313,매송중학교.풍림아파트,7164,127.1236667,37.3976167,이매2동,매송중학교.풍림아파트,탄천변 / 매송중학교건너,"9407(시내),3-1(마을),55(시내)",해당없음
2023,성남시,일반,205000254,6233,꽃마을,1,205000254,꽃마을,6233,127.1574,37.4197,도촌동,꽃마을,원두막앞,누리1(시내),해당없음
2023,성남시,일반,206000711,7634,청구아파트,2,206000711,청구아파트,7634,127.1202667,37.3389167,구미동,청구아파트,청구아파트503동앞,"33-1(시내),9607(시내),19(마을),2-1(마을),2(마을)",해당없음
2023,성남시,일반,206000724,7617,서울대학교병원,1,206000724,서울대학교병원,7617,127.1219333,37.3505167,구미동,서울대학교병원,서울대병원 정문앞,"111(마을),7-1(마을),9607(시내),7(마을)",해당없음
2023,성남시,일반,206000515,7483,이매촌한신.서현역.AK프라자,5,206000515,이매촌한신.서현역.AK프라자,7483,127.126,37.3872,이매1동,이매촌한신.서현역.AK프라자,돌마공원,"9403(서울),102(시내),1500-2(시내),7007-1(시내),9407(시내)",해당없음
2023,성남시,일반,206000874,7755,구미중학교,1,206000874,구미중학교,7755,127.1243833,37.3451667,구미동,구미중학교,구미중학교,"2(마을),9607(시내),19(마을)",해당없음
2023,성남시,일반,205000157,6055,상대원시장.새마을금고,7,205000157,상대원시장.새마을금고,6055,127.15915,37.43745,상대원2동,상대원시장.새마을금고,상대원시장 입구,"720-1A(시내),33-1(시내),60(시내),9800(시내),100(시내),57(시내),3-1(시내)",해당없음
2023,성남시,일반,206000617,7557,보평중고등학교,4,206000617,성남역.보평중고등학교,7557,127.1169667,37.3946833,백현동,보평중고등학교,보평고등학교 / 나들이공원,"1005(시내),9300(시내),103(시내),341(시내)",해당없음
2023,성남시,일반,206000606,7419,낙생초등학교,5,206000606,낙생초등학교,7419,127.0981167,37.3936,판교동,낙생초등학교,휴면시아힐스테이트A10단지,"누리4(시내),4000(시내),350(시내),75(마을),9007(시내),330(시내)",해당없음
2023,성남시,일반,206000625,7569,백현동행정복지센터,1,206000625,백현동행정복지센터,7569,127.1102,37.3878167,백현동,백현동행정복지센터,이편한세상휴먼시아8단지A,"602-1A(마을),720-2(시내),76(마을),71(마을)",해당없음
2023,성남시,일반,205000019,0,이편한세상6단지,1,205000019,이편한세상6단지,6356,127.1639833,37.4441333,금광동,이편한세상6단지,금상초뒷면 신설아파트단지,"3-4(마을),342(시내)",해당없음
2023,성남시,일반,205000040,6096,은행1동행정복지센터,2,205000040,은행1동행정복지센터,6096,127.1689667,37.4514667,금광2동,은행1동행정복지센터,한국유통건너,"810(시내),6(시내)",해당없음
2023,성남시,일반,205000044,6061,금광시장.삼익아파트,5,205000044,금광시장.삼익아파트,6061,127.1607,37.4504,금광2동,금광시장.삼익아파트,삼익아파트앞,"810(시내),33-1(시내),33(시내),55(시내),6(시내)",해당없음
2023,성남시,일반,205000050,6059,남한산성입구역.법원검찰청,11,205000050,남한산성입구역.법원검찰청,6059,127.1601,37.4514833,금광2동,남한산성입구역.법원검찰청,남한산성입구역2번출구,"720-1A(시내),33-1(시내),반디2(시내),55(시내),6(시내),51(시내),333(시내),240(시내),452(서울),342(시내),30(시내)",해당없음
2023,성남시,일반,206000728,7625,매화마을1단지,6,206000728,매화마을1단지,7625,127.1348167,37.4165,야탑3동,매화마을1단지,102동앞,"9300(시내),380(시내),240(시내),3330(시내),누리1(시내),382(시내)",해당없음
2023,성남시,일반,206000730,7630,엔씨소프트.안랩,5,206000730,엔씨소프트.안랩,7630,127.10985,37.3995833,삼평동,엔씨소프트.안랩,엔씨소프트앞,"66(마을),602-2B(마을),3000(시내),71(마을),3100(시내),101(시내),9007(시내),390(시내),73(마을),602-1B(마을),602-1A(마을),82(마을),107(마을)",해당없음
2023,성남시,일반,206000740,7066,석운전원마을,2,206000740,석운전원마을,7066,127.0451667,37.3734333,운중동,석운전원마을,전원마을입구,누리3(시내),해당없음
2023,성남시,일반,206000749,7661,장안어린이공원,1,206000749,장안어린이공원,7661,127.1432833,37.37095,분당동,장안어린이공원,장안건영106동앞,520(시내),해당없음
2023,성남시,일반,205000073,6044,섬마을,9,205000073,섬마을,6044,127.1576333,37.4215333,도촌동,섬마을,E1가스충전소지나 광주방향,"500-2N(시내),500-1(시내),500-2(시내),3-1(시내),32-1(시내),32(시내),1117(시내),320(시내),500-1A(시내)",해당없음
2023,성남시,일반,205000067,6049,상대원고개,3,205000067,상대원고개,6049,127.1590833,37.43965,상대원2동,상대원고개,우체국앞,"303(서울),4425(서울),3-5(마을),7-2(마을),220(시내)",해당없음
2023,성남시,일반,205000087,6133,벽산테크노피아.성남소각장,4,205000087,벽산테크노피아.성남소각장,6133,127.1771833,37.4312833,상대원1동,벽산테크노피아.성남소각장,소각장,"6(시내),3-3(마을),31-3(시내),3-5(마을),31-2(시내),9400(시내)",해당없음
2023,성남시,일반,206000181,7090,정자2동행정복지센터,11,206000181,정자2동행정복지센터,7090,127.1146167,37.3654333,정자1동,정자2동행정복지센터,행정복지센터 건너,"33-1(시내),9000(시내),720-1A(시내),9407(시내),109-1(마을),9404(서울),51(시내),7007-1(시내),3500(시내),720-1(시내),9000-1(시내),220(시내)",해당없음
2023,성남시,일반,206000179,7106,분당도서관.계원예고.계원예술중학교,6,206000179,분당도서관.계원예고.계원예술중학교,7106,127.1163,37.35965,정자3동,분당도서관.계원예고.계원예술중학교,계원예고앞,"111(마을),9407(시내),9000(시내),33-1(시내),9404(서울),51(시내),9000-1(시내)",해당없음
2023,성남시,일반,206000290,7253,장안건영아파트.양영디지털고,2,206000290,장안건영아파트.양영디지털고,7253,127.1399167,37.37145,분당동,장안건영아파트.양영디지털고,동보성앞,"3(마을),17(시내),33(시내)",해당없음
2023,성남시,일반,206000286,7275,공원마을,8,206000286,공원마을,7275,127.1449667,37.3740667,분당동,공원마을,코오롱모터스 / 산부인과,"602-1A(마을),522-2(시내),119(시내),521(시내),33(시내),17(시내),17-1A(시내),17-1(시내),522(시내)",해당없음
2023,성남시,일반,206000465,7832,판교더샵포레스트11단지,6,206000465,더샵판교포레스트11단지,7832,127.0711167,37.36735,운중동,판교더샵포레스트11단지,대장동 판교더샵포레스트11단지 부근,"310(시내),9507(시내),340(시내),9409(서울),4103(시내),73(마을),380(시내),32(마을)",해당없음
2023,성남시,일반,206000496,7007,궁안마을,1,206000496,궁안마을,7007,127.0994333,37.3695667,금곡동,궁안마을,궁안마을 안,누리1(시내),해당없음
2023,성남시,일반,205000237,6220,독점마을,1,205000237,독점마을,6220,127.1728833,37.4223833,도촌동,독점마을,삼거리,누리1(시내),해당없음
2023,성남시,일반,205000227,6199,도촌동9단지앞,9,205000227,도촌동9단지앞,6199,127.1627833,37.4118167,도촌동,도촌동9단지앞,이왕이공원,"240(시내),누리1(시내),380(시내),811(시내),103(시내),3330(시내),250(시내),200(시내),9300(시내)",해당없음
2023,성남시,일반,205000288,6258,대하초교,1,205000288,대하초교,6258,127.1512167,37.4308333,하대원동,대하초교,대하초교건너,"87(마을),811(시내),88-1(마을)",해당없음
2023,성남시,일반,204000126,5102,성남혜은학교.수정청소년수련관,6,204000126,성남혜은학교.수정청소년수련관,5102,127.1528167,37.4496667,단대동,성남혜은학교.수정청소년수련관,우체국건너,"331(시내),342(시내),52(시내),100출(시내),60(시내),220(시내)",해당없음
2023,성남시,일반,204000134,5129,을지대학교,10,204000134,을지대학교,5129,127.1660333,37.4604667,양지동,을지대학교,을지대학교앞,"88-1(마을),33-1(시내),10(마을),88(마을),240(시내),55(시내),720-1A(시내),9(시내),51(시내),333(시내),30(시내),452(서울),6(시내)",5300신흥동-인.공(시외)
